provider,sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu,jobName,transcript,wer,levenshtein,ser,filename,confidence
Amazon,me too so i try to get plenty wherever i go,2,0,twenties,male,singapore,en,,11,True,False,common_voice_en_17393105.mp3,me too so i try to get plenty wherever i go,0.0,0,0,,
Amazon,right well lets poke around his lab a little,2,1,twenties,male,singapore,en,,9,True,False,common_voice_en_17345195.mp3,right well lets poke around his lab a leader,0.1111111111111111,5,1,,
Amazon,she retracted her statement,2,1,teens,male,singapore,en,,4,True,False,common_voice_en_13714926.mp3,she retracted her statement yeah,0.25,5,1,,
Amazon,this process is known as electronhole pair generation,2,0,teens,male,singapore,en,,8,True,False,common_voice_en_20858496.mp3,this process is known as electron hole pair generation,0.25,1,1,,
Amazon,even with nightvision goggles no target was in sight,2,0,twenties,male,singapore,en,,9,True,False,common_voice_en_18515929.mp3,even with like fishing goggles no target was inside,0.4444444444444444,12,1,,
Amazon,the center is on land that had been occupied by a surface parking lot,2,1,teens,male,singapore,en,,14,True,False,common_voice_en_21275189.mp3,one the center is on land that had been occupied by a surface parking lot,0.07142857142857142,4,1,,
Amazon,they were a small group that made their ideology very clear,2,0,teens,male,singapore,en,,11,True,False,common_voice_en_21275211.mp3,they were small group that made their ideology very clear,0.09090909090909091,2,1,,
Amazon,instead its a relic,2,1,twenties,male,singapore,en,,4,True,False,common_voice_en_18722244.mp3,instead its a relic,0.0,0,0,,
Amazon,the company was acquired by the cummins engine company of columbus indiana,2,1,teens,male,singapore,en,,12,True,False,common_voice_en_20860125.mp3,the company was acquired by the comments engine company of columbus indiana,0.08333333333333333,3,1,,
Amazon,their root zones are superb microsites for bacterial communities,2,0,twenties,male,singapore,en,,9,True,False,common_voice_en_18722264.mp3,their root zones are super micro sites for bacterial communities,0.3333333333333333,2,1,,
Amazon,did you know that mohammad was so good at tennis,2,0,twenties,male,singapore,en,,10,True,False,common_voice_en_17392960.mp3,did you know that mohammed was so good at tennis,0.1,1,1,,
Amazon,it is located near the source of the wapsipinicon river,2,0,twenties,male,singapore,en,,10,True,False,common_voice_en_20674594.mp3,it is located near the source of the website picnic on the river,0.4,11,1,,
Amazon,more friendly relations were established as the road construction increased,2,0,teens,male,singapore,en,,10,True,False,common_voice_en_20894842.mp3,more friendly relations were established as the royal construction increased yeah,0.2,7,1,,
Amazon,vonneguts terry kitchen was a talented member of the abstract expressionist movement,2,1,twenties,male,singapore,en,,12,True,False,common_voice_en_18722414.mp3,von goods terry kitchen was a talented member of the abstract expressionist movement,0.16666666666666666,5,1,,
Amazon,the brighton main line is adjacent but is not served by this station,2,0,twenties,male,singapore,en,,13,True,False,common_voice_en_23841199.mp3,the britain may nine is adjacent but its not served by the station,0.38461538461538464,10,1,,
Amazon,the area of skigersta near the shore is called lachamore,2,0,teens,male,singapore,en,,10,True,False,common_voice_en_20879351.mp3,the area is just a near the shore is caught like a more,0.7,18,1,,
Amazon,no offense but your agility leaves a lot to be desired,2,1,twenties,male,singapore,en,,11,True,False,common_voice_en_17393000.mp3,no offense but your agility leaves a lot to be desired,0.0,0,0,,
Amazon,are children more creative than adults,2,0,twenties,male,singapore,en,,6,True,False,common_voice_en_17392983.mp3,our children more creative than adults,0.16666666666666666,3,1,,
Amazon,he was replaced by katie hopkins,2,0,teens,male,singapore,en,,6,True,False,common_voice_en_20861068.mp3,he was replaced by katie hopkins,0.0,0,0,,
Amazon,the color of hematite lends itself to use as a pigment,2,0,twenties,male,singapore,en,,11,True,False,common_voice_en_18785348.mp3,the color of hammer tight lends itself to use as a pigment,0.18181818181818182,8,1,,
Amazon,stewart was married four times most notably to margaret hockridge,2,0,teens,male,singapore,en,,10,True,False,common_voice_en_21783501.mp3,stewart was married four times most notably to migrate hawk ridge,0.3,8,1,,
Amazon,i dont understand shakespeares sonnets at all but i follow his tragedies he said,2,0,teens,male,singapore,en,,14,True,False,common_voice_en_20860155.mp3,i dont understand shakespeares sonnet at all but i follow his tragedies he said,0.07142857142857142,1,1,,
Amazon,a wink is as good as a nod to a blind man,2,0,teens,male,singapore,en,,12,True,False,common_voice_en_17250776.mp3,a wink is as good as a nod to a blind man,0.0,0,0,,
Amazon,remember to take your full course of antibiotics stopping early is dangerous for your health,2,0,teens,male,singapore,en,,15,True,False,common_voice_en_17250766.mp3,remember to take your full course of antibiotics stopping early is dangerous for your health,0.0,0,0,,
Amazon,im afraid it is important,2,0,teens,male,singapore,en,,5,True,False,common_voice_en_107220.mp3,im afraid it is important,0.0,0,0,,
Amazon,your crew will do the mop up job,2,0,teens,male,singapore,en,,8,True,False,common_voice_en_114764.mp3,your crew will do the mop up job,0.0,0,0,,
Amazon,he gave the door handle an apologetic rattle,2,0,twenties,male,singapore,en,,8,True,False,common_voice_en_18515920.mp3,he gave the door handle an apologetic rattle,0.0,0,0,,
Amazon,to my satisfaction i have been mentioned in the credits for my proficiency,2,0,,,singapore,en,,13,True,False,common_voice_en_17284345.mp3,to my satisfaction i have been mentioned in the credits for my proficiency,0.0,0,0,,
Amazon,simon was born in stockholm to an american father and a norwegian mother,2,1,teens,male,singapore,en,,13,True,False,common_voice_en_20876387.mp3,simon was one has spoken to an american father and a norwegian mother,0.23076923076923078,12,1,,
Amazon,the following month packer unexpectedly resigned from the board,2,0,thirties,male,singapore,en,,9,True,False,common_voice_en_18844125.mp3,the following month packer unexpectedly resigned from the board,0.0,0,0,,
Amazon,she together with yan go live in an orphanage since yan was running it,2,0,teens,male,singapore,en,,14,True,False,common_voice_en_21117392.mp3,she together with ryan go live in an orphanage since yen was running it okay,0.21428571428571427,7,1,,
Amazon,gibson has resided with his family in summit new jersey,2,0,teens,male,singapore,en,,10,True,False,common_voice_en_20860231.mp3,gibson has resided with his family in summit new jersey,0.0,0,0,,
Amazon,the heat experiment was then aborted,2,0,twenties,female,australia,en,,6,False,True,common_voice_en_22281828.mp3,the heat experiment is then a body,0.5,7,1,,
Amazon,it was also equipped with a deactivating liquid tank and underbelly spraying apparatus,2,0,twenties,female,australia,en,,13,False,True,common_voice_en_22946921.mp3,it was also equipped with a deactivating liquid tank and underbelly spraying apparatus,0.0,0,0,,
Amazon,the ashtray was empty,2,0,fourties,male,australia,en,,4,False,True,common_voice_en_15734560.mp3,the ashtray was empty,0.0,0,0,,
Amazon,because ive always heard about them the boy answered saying nothing about his dream,3,0,twenties,male,australia,en,,14,False,True,common_voice_en_168236.mp3,because ive always heard about them the boy answered saying nothing about history,0.14285714285714285,5,1,,
Amazon,the diploma is awarded upon successful completion of a course which includes four units,2,1,twenties,male,australia,en,,14,False,True,common_voice_en_19871717.mp3,the diploma is awarded upon successful completion of the course which includes four units,0.07142857142857142,3,1,,
Amazon,a new limit to the number of pets allowed per owner was also added,3,0,teens,other,australia,en,,14,False,True,common_voice_en_18974994.mp3,a new limit to the number of pets allowed pet owner was also added,0.07142857142857142,1,1,,
Amazon,we are only servants,2,0,fourties,male,australia,en,,4,False,True,common_voice_en_18545816.mp3,we are all my servants,0.5,4,1,,
Amazon,marin has been slightly more competitive when voting for governor,2,0,fifties,male,australia,en,,10,False,True,common_voice_en_19943217.mp3,marron has been slightly more competitive when voting for governor,0.1,2,1,,
Amazon,dwayne won the silver ermita award in colombia as a vocal soloist,2,0,twenties,male,australia,en,,12,False,True,common_voice_en_21636766.mp3,dwayne won the silver a meter award in colombia as a vocal soloist,0.16666666666666666,5,1,,
Amazon,this has not stopped fans from creating a set of rules for dragon poker,2,0,teens,male,australia,en,,14,False,True,common_voice_en_19455843.mp3,this has not stopped fans from creating a set of rules that dragon poker,0.07142857142857142,4,1,,
Amazon,the episodes are viewed in the same way as the comics are released,2,0,twenties,female,australia,en,,13,False,True,common_voice_en_22298703.mp3,the episodes are veered in the same way as the comics are released,0.07692307692307693,2,1,,
Amazon,mountain pointe is a part of the tempe union high school district,2,0,twenties,male,australia,en,,12,False,True,common_voice_en_19676189.mp3,mountain point is a part of the temp union high school district,0.16666666666666666,2,1,,
Amazon,this term applies to opposite points on a circle or any nsphere,2,0,teens,other,australia,en,,12,False,True,common_voice_en_20768932.mp3,this term applies to officer points on a circle or any atmosphere,0.16666666666666666,10,1,,
Amazon,today there are attempts to develop the work of local artisans especially in ceramics,2,0,teens,other,australia,en,,14,False,True,common_voice_en_20934336.mp3,today there was attempts to develop the work of local artisans especially in ceramics,0.07142857142857142,3,1,,
Amazon,the mayor is elected for fouryear terms,2,0,fourties,male,australia,en,,7,False,True,common_voice_en_22236698.mp3,the mayor is elected for four year terms,0.2857142857142857,1,1,,
Amazon,the phone call got interrupted due to unknown reasons,2,0,fourties,male,australia,en,,9,False,True,common_voice_en_15734626.mp3,the phone call got interrupted due to unknown reasons,0.0,0,0,,
Amazon,he played legion baseball in oxford pennsylvania,2,0,teens,other,australia,en,,7,False,True,common_voice_en_20357673.mp3,he played legion baseball in oxford pennsylvania,0.0,0,0,,
Amazon,the band also played for aitken on his single rudi got married,2,1,twenties,female,australia,en,,12,False,True,common_voice_en_22319685.mp3,the shadows at like the item and a single greedy but married,0.75,30,1,,
Amazon,eccos name was suggested by halperns initial backer ketchup heiress drue heinz,2,0,seventies,female,australia,en,,12,False,True,common_voice_en_19794290.mp3,echoes name was suggested by halperns initial backer ketchup heiress drew hinds,0.25,7,1,,
Amazon,for this he was named a disney legend,2,0,teens,other,australia,en,,8,False,True,common_voice_en_19018878.mp3,for this he was named disney legend,0.125,2,1,,
Amazon,the monday to friday offpeak service is two trains per hour each way,2,0,teens,other,australia,en,,13,False,True,common_voice_en_19081425.mp3,the monday to friday of peak services two trains per hour each way,0.23076923076923078,3,1,,
Amazon,will you marry me,2,0,thirties,male,australia,en,,4,False,True,common_voice_en_17277871.mp3,will you marry me,0.0,0,0,,
Amazon,roberts media is wholly owned by veteran broadcaster larry roberts,2,0,twenties,male,australia,en,,10,False,True,common_voice_en_21636854.mp3,roberts media is wholly owned by veteran broadcaster larry roberts,0.0,0,0,,
Amazon,can maths explain everything,2,0,teens,other,australia,en,,4,False,True,common_voice_en_18458792.mp3,can mats explain everything,0.25,1,1,,
Amazon,i didnt find the blowdryer so i just used the vacuumcleaner,2,1,fourties,female,australia,en,,11,False,True,common_voice_en_212902.mp3,i didnt find the blow dryer so i just used the vacuum,0.2727272727272727,8,1,,
Amazon,dwelly was nonetheless eager to express his gratitude to those who assisted him,2,0,thirties,other,australia,en,,13,False,True,common_voice_en_22777441.mp3,well he was nonetheless eager to express his gratitude to those who assisted him,0.15384615384615385,4,1,,
Amazon,the stadium has since been heavily damaged by looters,2,0,teens,other,australia,en,,9,False,True,common_voice_en_19429298.mp3,the stadium has since been heavily damaged by looters,0.0,0,0,,
Amazon,in the early history of islam hanafi doctrine was not fully compiled,2,0,twenties,female,australia,en,,12,False,True,common_voice_en_23733153.mp3,in the early history of esteban hanafi doctrine was not fully compliant,0.16666666666666666,9,1,,
Amazon,i think a sequential model can solve this problem,2,0,fourties,male,australia,en,,9,False,True,common_voice_en_18460263.mp3,i think as a conventional model can solve this problem,0.2222222222222222,9,1,,
Amazon,during the early period of ottoman rule berat fell into severe decline,2,0,fifties,male,australia,en,,12,False,True,common_voice_en_21799750.mp3,during the early period of ottoman rule borat fell into severe decline,0.08333333333333333,1,1,,
Amazon,did you hear anything,2,0,teens,other,australia,en,,4,False,True,common_voice_en_17290524.mp3,did you hear anything,0.0,0,0,,
Amazon,all seven seasons are also currently available through a canadian subscription to netflix,2,1,teens,other,australia,en,,13,False,True,common_voice_en_21692099.mp3,all seven seasons are also currently available through canadian subscription to netflix,0.07692307692307693,2,1,,
Amazon,it is located in a valley in pok fu lam,2,0,twenties,male,australia,en,,10,False,True,common_voice_en_20282479.mp3,okay it is located in a valley in poland,0.4,12,1,,
Amazon,esther deans wrote the books nodig gardening and leaves of life,2,0,teens,other,australia,en,,11,False,True,common_voice_en_20013431.mp3,a sardines wrote the books no dig gardening and leaves of life,0.36363636363636365,10,1,,
Amazon,have you ever been to singapore,2,0,fourties,male,australia,en,,6,False,True,common_voice_en_17260185.mp3,have you ever been to singapore,0.0,0,0,,
Amazon,the story is written with extraordinary language and a brilliant style,2,0,fifties,male,australia,en,,11,False,True,common_voice_en_21595337.mp3,the story is written with extraordinary language and a brilliant style,0.0,0,0,,
Amazon,he was my brother,2,0,thirties,male,australia,en,,4,False,True,common_voice_en_216435.mp3,he was my brother,0.0,0,0,,
Amazon,it has a cascading effect,2,0,fourties,male,australia,en,,5,False,True,common_voice_en_18536557.mp3,it has a cascading effect,0.0,0,0,,
Amazon,however jurymen would have done just as well,2,0,fourties,male,australia,en,,8,False,True,common_voice_en_18543164.mp3,however jury men would have done just as well,0.25,1,1,,
Amazon,but the title is also a rather obscure nod to the beatles revolver,2,1,teens,other,australia,en,,13,False,True,common_voice_en_19206647.mp3,yeah but the titles also rather obscure not to the beatles revolver,0.38461538461538464,10,1,,
Amazon,for a lefthanded percussionist the legs and hands are switched,2,0,twenties,male,australia,en,,10,False,True,common_voice_en_18979043.mp3,for a left handed percussionist the legs and hands are switched,0.2,1,1,,
Amazon,soon after this rediscovery boubacars wife died during childbirth,2,0,seventies,male,australia,en,,9,False,True,common_voice_en_18986688.mp3,soon after this rediscovery boubacar his wife died during childbirth okay,0.3333333333333333,8,1,,
Amazon,did you rewind the cassette,2,0,thirties,male,australia,en,,5,False,True,common_voice_en_17249486.mp3,did you rewind the cassette,0.0,0,0,,
Amazon,he secured the support of arnaud montebourg who placed third soon thereafter,2,0,twenties,male,australia,en,,12,False,True,common_voice_en_18979234.mp3,he secured the support of honor montebello who plays good soon thereafter,0.3333333333333333,16,1,,
Amazon,george was the chairman of the society of black engineers publications committee,2,0,twenties,male,australia,en,,12,False,True,common_voice_en_19388558.mp3,george was the chairman of the society of black engineers publications committee,0.0,0,0,,
Amazon,over threequarters of these deaths occurred in subsaharan africa,2,0,thirties,male,australia,en,,9,False,True,common_voice_en_23382844.mp3,over three quarters of these death occurred in sub saharan africa,0.5555555555555556,3,1,,
Amazon,my daughter is hoping to volunteer at a nature reserve,2,0,teens,other,australia,en,,10,False,True,common_voice_en_18455743.mp3,my daughter is hoping to volunteer the nature reserve,0.2,3,1,,
Amazon,murrysville is within the franklin regional school district,2,0,teens,other,australia,en,,8,False,True,common_voice_en_20365739.mp3,murrysville is within the franklin regional school district,0.0,0,0,,
Amazon,there are many variants of the puzzle,2,0,twenties,male,australia,en,,7,False,True,common_voice_en_21337950.mp3,there are many variants of the puzzle,0.0,0,0,,
Amazon,the unusual strategy worked and the yellow jackets upset notre dame,2,0,twenties,male,australia,en,,11,False,True,common_voice_en_19871724.mp3,the unusual strategy worked and the yellowjackets upset notre dam,0.2727272727272727,2,1,,
Amazon,it is named for the portuguese explorer vasco da gama,2,0,twenties,female,australia,en,,10,False,True,common_voice_en_22278592.mp3,mhm it is named for the portuguese explorer vasco da gama,0.1,4,1,,
Amazon,the skeleton comes magically to life and becomes terrybubble a live dinosaur skeleton,2,0,teens,male,australia,en,,13,False,True,common_voice_en_22069033.mp3,the skeleton comes magically to life and becomes terry bubble a live dinosaur skeleton,0.15384615384615385,1,1,,
Amazon,back to our original plan i think,2,0,fourties,male,australia,en,,7,False,True,common_voice_en_17746452.mp3,back to our original plan i think,0.0,0,0,,
Amazon,trockel is notable for her work as a conceptual artist,2,1,teens,other,australia,en,,10,False,True,common_voice_en_20957061.mp3,chaka was notable for her work as a conceptual artist,0.2,8,1,,
Amazon,larue refused to testify against nixon or any other watergate figure,2,0,sixties,male,australia,en,,11,False,True,common_voice_en_20220400.mp3,laura refused to testify against nixon or any other watergate figure,0.09090909090909091,3,1,,
Amazon,the local council looks after municipal needs,2,0,sixties,male,australia,en,,7,False,True,common_voice_en_18618683.mp3,the local council looks after municipal needs,0.0,0,0,,
Amazon,the mother sat in the courtroom,2,0,fourties,male,australia,en,,6,False,True,common_voice_en_15903317.mp3,the mother sat in the courtroom,0.0,0,0,,
Amazon,the young girl introduces herself as laureline and offers to act as his guide,2,1,teens,other,australia,en,,14,False,True,common_voice_en_20303621.mp3,the young girl introduces herself as laura lean an office to act as his guide,0.2857142857142857,9,1,,
Amazon,counsell was born in south bend indiana,2,0,teens,male,australia,en,,7,False,True,common_voice_en_22066401.mp3,council was born in south bend indiana,0.14285714285714285,3,1,,
Amazon,i wanted the doll but the auction became too expensive,2,0,fourties,male,australia,en,,10,False,True,common_voice_en_17250847.mp3,i wanted the dull but the auction became too expensive,0.1,1,1,,
Amazon,almost every asset class is managed both internally and externally,2,0,fifties,female,australia,en,,10,False,True,common_voice_en_19607900.mp3,almost every asset class is managed both internally and externally,0.0,0,0,,
Amazon,legs hairy with spurs absent on tibia,2,0,teens,other,australia,en,,7,False,True,common_voice_en_19743064.mp3,legs harry with spurs absent on tibia,0.14285714285714285,1,1,,
Amazon,early on it was a major opponent of a perceived americanizing of the church,2,0,teens,other,australia,en,,14,False,True,common_voice_en_20424049.mp3,early on it was major opponent of a perceived americanizing of the church,0.07142857142857142,2,1,,
Amazon,the first baron also represented tamworth in parliament as a conservative,2,1,teens,other,australia,en,,11,False,True,common_voice_en_18783262.mp3,the first barham also represented to morph into parliament as a conservative,0.36363636363636365,9,1,,
Amazon,the corrections divisions has its offices in gibson hall,2,0,twenties,male,australia,en,,9,False,True,common_voice_en_21670025.mp3,the corrections divisions has its offices in gibson hall,0.0,0,0,,
Amazon,cable was born in new milford connecticut where his father was a farmer,2,0,twenties,female,australia,en,,13,False,True,common_voice_en_22292203.mp3,cable was born in new milford connecticut where his father was a farmer,0.0,0,0,,
Amazon,he was expelled from the latter for gross studied and sustained insolence,2,0,fourties,male,australia,en,,12,False,True,common_voice_en_22299614.mp3,he was expelled from the latter for gross studied and sustained insolence,0.0,0,0,,
Amazon,the men were terrified at his sorcery,3,0,fifties,male,australia,en,,7,False,True,common_voice_en_111714.mp3,the men were terrified at his sorcery,0.0,0,0,,
Amazon,a unique feature of this pistol model is the unloading device,2,0,teens,other,australia,en,,11,False,True,common_voice_en_21754122.mp3,a unique feature of this pistol model is the unloading device,0.0,0,0,,
Amazon,i saw a ford focus for sale,2,0,teens,other,australia,en,,7,False,True,common_voice_en_18658046.mp3,i saw a ford focus for sale,0.0,0,0,,
Amazon,in china he passed the civilservice examination,2,0,fourties,male,australia,en,,7,False,True,common_voice_en_22299708.mp3,in china he passed the civil service examination,0.2857142857142857,1,1,,
Amazon,some examples of the music played for the dancers have survived,2,0,fifties,female,australia,en,,11,False,True,common_voice_en_19596026.mp3,some examples of the music played for the dancers have survived,0.0,0,0,,
Amazon,i looked in the mirror,2,0,fourties,male,australia,en,,5,False,True,common_voice_en_18497173.mp3,i looked in the mirror,0.0,0,0,,
Amazon,during winters gauchos wore heavy wool ponchos to protect against cold,2,0,teens,other,australia,en,,11,False,True,common_voice_en_20393273.mp3,during winters grew to more heavy wall pointers to protect against cold,0.45454545454545453,13,1,,
Amazon,several prostaglandin e synthases have been identified,2,0,thirties,male,canada,en,,7,False,True,common_voice_en_18893760.mp3,several prostaglandin e synthesis have been identified,0.14285714285714285,2,1,,
Amazon,i wonder whats eating that old money grubbing buzzard anyway,3,0,sixties,female,canada,en,,10,False,True,common_voice_en_143601.mp3,i wonder whats eating that old money grubbing buzzard anyway,0.0,0,0,,
Amazon,mongolians traditionally were afraid of misfortunes and believe in good and bad omens,2,0,teens,male,canada,en,,13,False,True,common_voice_en_19687856.mp3,mongolians traditionally were afraid of misfortunes and believed in good and bad omens,0.07692307692307693,1,1,,
Amazon,at the northwestern periphery of the town the drift consists of recently blown sand,2,0,fourties,male,canada,en,,14,False,True,common_voice_en_19959908.mp3,at the northwestern periphery of the town of the drift consists of recently blown sand,0.07142857142857142,3,1,,
Amazon,he was buried at oak hill cemetery in his hometown of jasper alabama,2,1,teens,male,canada,en,,13,False,True,common_voice_en_19610290.mp3,he was buried at o neill cemetery in his own town of jasper alabama,0.3076923076923077,8,1,,
Amazon,he enjoyed sailing owning two boats at salcombe in devon,2,0,thirties,male,canada,en,,10,False,True,common_voice_en_20114610.mp3,he enjoyed sailing owning two boats at salle comb in devon,0.2,4,1,,
Amazon,cox continued fraziers policies and made few administrative changes,2,0,teens,male,canada,en,,9,False,True,common_voice_en_22000544.mp3,cox continued fraziers policies and made a few administrative changes mhm,0.2222222222222222,6,1,,
Amazon,for example colombia chile argentina and venezuela,2,0,twenties,male,canada,en,,7,False,True,common_voice_en_17261756.mp3,for example colombia chile argentina and venezuela,0.0,0,0,,
Amazon,it is predicted to increase in a stable growth rate in the coming years,2,0,teens,male,canada,en,,14,False,True,common_voice_en_19079890.mp3,it is predicted to increase in a stable growth rate in the coming years,0.0,0,0,,
Amazon,oh behave,2,0,teens,male,canada,en,,2,False,True,common_voice_en_18667644.mp3,oh behave,0.0,0,0,,
Amazon,it was so good of her and so encouraging to me,2,0,twenties,male,canada,en,,11,False,True,common_voice_en_18607551.mp3,it was so good of her and so encouraging to me,0.0,0,0,,
Amazon,a total of six games were released in jcart format,2,0,twenties,male,canada,en,,10,False,True,common_voice_en_21453189.mp3,a total of six games were released in j card format,0.2,2,1,,
Amazon,at the time many units served as both ambulances and funeral vehicles called combinations,2,1,fifties,female,canada,en,,14,False,True,common_voice_en_19703082.mp3,at the time many units served as both ambulances and funeral vehicles called combinations,0.0,0,0,,
Amazon,he also invented many other related inventions,2,1,fifties,male,canada,en,,7,False,True,common_voice_en_20113858.mp3,he also invented many other related inventions,0.0,0,0,,
Amazon,we didnt steal it,2,0,fifties,male,canada,en,,4,False,True,common_voice_en_185403.mp3,we didnt steal it,0.0,0,0,,
Amazon,it was also the last album released by james william guercios caribou records,2,0,twenties,male,canada,en,,13,False,True,common_voice_en_20835064.mp3,it was also the last album released by james william garcias caribou records,0.07692307692307693,3,1,,
Amazon,the album was recorded at randys in kingston jamaica,2,0,twenties,male,canada,en,,9,False,True,common_voice_en_19533514.mp3,the album was recorded randys in kingston jamaica,0.1111111111111111,3,1,,
Amazon,it simulates an opensided safari ride through the savanna of east africa,2,0,fourties,male,canada,en,,12,False,True,common_voice_en_20271420.mp3,it stimulates an open sided so fire ride through the savanna of east africa,0.4166666666666667,6,1,,
Amazon,both families had only ocular features,2,0,twenties,female,canada,en,,6,False,True,common_voice_en_20482206.mp3,both families had only ocular features,0.0,0,0,,
Amazon,the increase in incarceration led to prison overcrowding,2,0,fourties,male,canada,en,,8,False,True,common_voice_en_18842190.mp3,the increase in incarceration led to prison overcrowding,0.0,0,0,,
Amazon,i think they perceived that nothing was to be done at the moment,5,0,fifties,female,canada,en,,13,False,True,common_voice_en_101064.mp3,okay i think they perceived that nothing was to be done at the moment,0.07692307692307693,5,1,,
Amazon,they are nicknamed constitution or the constitutes,2,0,twenties,male,canada,en,,7,False,True,common_voice_en_21090921.mp3,they are nicknamed constitution or the constitutes,0.0,0,0,,
Amazon,despite these divergences in opinions people can agree on some common views,2,1,thirties,male,canada,en,,12,False,True,common_voice_en_18645755.mp3,despite these divergences and opinions people can agree on some common views,0.08333333333333333,2,1,,
Amazon,whats in it for me,2,0,fourties,female,canada,en,,5,False,True,common_voice_en_17428767.mp3,whats in it for me,0.0,0,0,,
Amazon,the southern part of the county drains into the canadian river,3,0,twenties,male,canada,en,,11,False,True,common_voice_en_22469350.mp3,the southern part of the county drains into the canadian river,0.0,0,0,,
Amazon,the gate attendant simply scans the code displayed on the phone,2,0,fifties,male,canada,en,,11,False,True,common_voice_en_21758325.mp3,the gate attendant simply scans the code displayed on the phone,0.0,0,0,,
Amazon,the jewel box cluster is one of the youngest known open clusters,2,0,twenties,male,canada,en,,12,False,True,common_voice_en_23720119.mp3,the jewel box cluster is one of the youngest known open clusters,0.0,0,0,,
Amazon,the rena song was dedicated to john petruccis wife rena sands petrucci,2,0,fourties,male,canada,en,,12,False,True,common_voice_en_20212198.mp3,the renaissance was dedicated to john petrucci his wife renaissance petrucci,0.5,12,1,,
Amazon,mark abshire soon joined as the bands original bassist,2,0,twenties,male,canada,en,,9,False,True,common_voice_en_18880409.mp3,mark hampshire soon joined as the bands original bassist,0.1111111111111111,3,1,,
Amazon,he was the centers first paid staff member,2,0,twenties,male,canada,en,,8,False,True,common_voice_en_18880434.mp3,he was the centers first paid staff member,0.0,0,0,,
Amazon,the urge to write short stories is rare,2,0,thirties,male,canada,en,,8,False,True,common_voice_en_15733997.mp3,the urge to read short stories is rare,0.125,4,1,,
Amazon,when are we leaving for the party,2,0,teens,male,canada,en,,7,False,True,common_voice_en_17909038.mp3,when are we leaving for the party,0.0,0,0,,
Amazon,this battle between companies is defended on both sides,2,0,thirties,male,canada,en,,9,False,True,common_voice_en_22450047.mp3,this battle between companies is defended on both sides,0.0,0,0,,
Amazon,pecock was probably born in wales and was educated at oriel college oxford,2,0,twenties,female,canada,en,,13,False,True,common_voice_en_22732064.mp3,peacock was probably born in wales and educated at oriel college oxford,0.15384615384615385,5,1,,
Amazon,there he begins to discover things for himself and to rebel against his father,2,0,twenties,male,canada,en,,14,False,True,common_voice_en_22400377.mp3,there he begins to discover things for himself and to rebel against his father,0.0,0,0,,
Amazon,pet sitters monitor a number of different animals,3,0,teens,male,canada,en,,8,False,True,common_voice_en_19697120.mp3,pet sitters monitor a number of different animals,0.0,0,0,,
Amazon,im going to guide you across the desert the alchemist said,3,0,fifties,female,canada,en,,11,False,True,common_voice_en_101107.mp3,im going to guide you across the desert the alchemist said,0.0,0,0,,
Amazon,in this case an agency adds a service fee to the net price,2,0,teens,female,canada,en,,13,False,True,common_voice_en_19996880.mp3,in this case an agency adds a service fee to the net price,0.0,0,0,,
Amazon,the formoso high school mascot was formoso falcons,2,1,twenties,male,canada,en,,8,False,True,common_voice_en_22093418.mp3,the formoso high school mascot was formoso falcons,0.0,0,0,,
Amazon,nabus cult spread to ancient egypt,2,0,twenties,male,canada,en,,6,False,True,common_voice_en_20236100.mp3,nah booze cult spread to ancient egypt,0.3333333333333333,6,1,,
Amazon,the design of the present flag incorporates the elements from the two former flags,2,0,twenties,male,canada,en,,14,False,True,common_voice_en_23720198.mp3,the design of the present flag incorporates the elements from the two former flags,0.0,0,0,,
Amazon,the baraboo river flows through the city,2,1,fourties,female,canada,en,,7,False,True,common_voice_en_20238716.mp3,caribou river flows through the city,0.2857142857142857,7,1,,
Amazon,generally the institute opposes tax increases such as hawaiis general excise tax,2,0,fourties,male,canada,en,,12,False,True,common_voice_en_22169758.mp3,generally the institute proposes tax increases such as hawaiis general excise tax,0.08333333333333333,3,1,,
Amazon,smoke poured out of every crack,2,0,sixties,male,canada,en,,6,False,True,common_voice_en_17147386.mp3,smoke poured out of every crack,0.0,0,0,,
Amazon,lets go hiking across france,2,1,twenties,male,canada,en,,5,False,True,common_voice_en_143209.mp3,lets go hiking across france,0.0,0,0,,
Amazon,most acetic acid is prepared by this method,2,1,fourties,male,canada,en,,8,False,True,common_voice_en_22169757.mp3,most acetic acid is prepared by this method,0.0,0,0,,
Amazon,more public commissions followed including the statue of james larkin on dublins oconnell street,2,1,twenties,male,canada,en,,14,False,True,common_voice_en_20501378.mp3,more public commissions followed including the statue of james larkin on dublins oconnell street,0.0,0,0,,
Amazon,a comet came within miles of the earth it almost obliterated the moon,2,0,twenties,other,canada,en,,13,False,True,common_voice_en_17265793.mp3,a comment came within miles of the earth its almost obliterated the moon,0.15384615384615385,3,1,,
Amazon,burley is a residential area,2,0,twenties,male,canada,en,,5,False,True,common_voice_en_23797829.mp3,burleigh is a residential area,0.2,3,1,,
Amazon,investigations performed by the police could find no explanation for the phenomenon,2,0,fifties,female,canada,en,,12,False,True,common_voice_en_19694692.mp3,investigations performed by the police could find no explanation for the phenomenon,0.0,0,0,,
