sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu,filename,transcript,confidence
The Chargers placed him on injured reserve after he had season-ending surgery.,2,0,twenties,male,indian,en,,12,True,False,common_voice_en_22321420.mp3,the charges placed him on injured reserve after he had season-ending surgery,0.9669589400291443
South Lincolnshire Enterprise Agency was based there.,2,0,twenties,male,indian,en,,7,True,False,common_voice_en_23606150.mp3,call Susan spier Enterprise agency work,0.6143937110900879
The boy felt ill and terribly alone.,3,0,twenties,male,indian,en,,7,True,False,common_voice_en_119023.mp3,the boy felt ill and terribly alone,0.9589334726333618
He has a degree in law from the National Autonomous University of Mexico.,2,1,twenties,male,indian,en,,13,True,False,common_voice_en_19783246.mp3,he has a degree in law from the national autonomous University of Mexico,0.9428445100784302
Sid's girl-chasing persona was fully reinstated for subsequent films.,2,1,twenties,female,indian,en,,9,True,False,common_voice_en_22448885.mp3,set girl chasing Persona Wars fully reinstated for subsequent Slims,0.8018549680709839
"After many years of failed promises, investors began to feel disillusionment.",2,0,twenties,male,indian,en,,11,True,False,common_voice_en_18666216.mp3,after many years of failed promises investors began to feel disillusionment,0.9756221771240234
Elena will be late.,2,0,twenties,male,indian,en,,4,True,False,common_voice_en_18075506.mp3,Elena will be late,0.9289695620536804
At the time the Grand Mosque was being renovated by the Saudi Binladin Group.,2,0,thirties,male,indian,en,,14,True,False,common_voice_en_18675626.mp3,at the time the Grand Mosque was being renovated by the Saudi binladin group,0.9815698862075806
In many cases it can be seen via gonioscopy.,2,0,thirties,male,indian,en,,9,True,False,common_voice_en_22047623.mp3,in many cases it can be seen by a bonus coffee,0.9124972820281982
Within each ascocarp are several asci.,2,0,twenties,male,indian,en,,6,True,False,common_voice_en_23524805.mp3,within each task. I'll schedule the sky,0.6699911952018738
Many financial institutions have regional offices located in downtown Greenville.,2,0,teens,male,indian,en,,10,True,False,common_voice_en_21767765.mp3,many financial institutions have Regional offices located in downtown Greenville,0.961887001991272
And a new contract goes with it.,3,0,thirties,male,indian,en,,7,True,False,common_voice_en_134510.mp3,add a new contract goes with it,0.9221499562263489
The red flowers are attractive to hummingbirds and butterflies.,2,0,twenties,male,indian,en,,9,True,False,common_voice_en_19311641.mp3,the reptiles that are connected to hummingbirds and butterflies,0.9081291556358337
"At the party, McPherson arrests Laura for the murder of Diane Redfern.",2,0,twenties,male,indian,en,,12,True,False,common_voice_en_23308838.mp3,and the party not person Laura for the murder of Diane Redford,0.8460941314697266
These measurements are used to define gravity anomalies.,2,1,twenties,male,indian,en,,8,True,False,common_voice_en_22290484.mp3,these measurements are used to define gravity,0.7676156759262085
Its members get no payment for expenses incurred and time spent at emergencies.,2,0,twenties,male,indian,en,,13,True,False,common_voice_en_22793238.mp3,its members get no payments for expenses incurred and time spent at emergencies,0.9016485214233398
But still it was a huge step forward for education in Russia.,2,0,twenties,female,indian,en,,12,True,False,common_voice_en_22448776.mp3,but still it was a huge step forward for education in Russia,0.9448068737983704
The Swiss nicknamed him The Rock.,2,0,twenties,male,indian,en,,6,True,False,common_voice_en_19312665.mp3,the Swiss nickname film,0.7807614803314209
"Via the Saint Francis River, it is part of the Mississippi River watershed.",2,0,twenties,male,indian,en,,13,True,False,common_voice_en_20603296.mp3,Brad doesn't want to see what it is part of the Mississippi River watershed,0.8170718550682068
Syntopy is a special case of sympatry.,2,0,twenties,male,indian,en,,7,True,False,common_voice_en_23663324.mp3,into pieces special case of sympatric,0.8509435653686523
"Please, be humble.",2,0,twenties,male,indian,en,,3,True,False,common_voice_en_17776526.mp3,please be humble,0.9466472268104553
You can also buy single issues directly from Mslexia and on their website.,2,0,fifties,male,indian,en,,13,True,False,common_voice_en_19758351.mp3,you can also buy single issues directly from Alexia and on their website,0.9405882358551025
The oldest settlements in Fairfax County were along the Potomac River.,2,0,twenties,male,indian,en,,11,True,False,common_voice_en_22127487.mp3,the oldest settlements in Fairfax County,0.8104142546653748
Tennant was also in charge of the Marlboro account and invented the Marlboro Man.,2,0,twenties,male,indian,en,,14,True,False,common_voice_en_22312750.mp3,and I'm going to also in charge of the accountant in Mandarin,0.8573001027107239
"However, by turbo engines were becoming faster, more reliable and easier to drive.",10,2,twenties,male,indian,en,,13,True,False,common_voice_en_20283909.mp3,I will buy you double engines were becoming faster more reliable and easy to drive,0.7406206727027893
Disabled accessible rooms are available.,2,0,twenties,male,indian,en,,5,True,False,common_voice_en_19137014.mp3,disabled accessible rooms are available,0.9596918821334839
"A price was put on his head, but he managed to escape to England.",2,0,twenties,male,indian,en,,14,True,False,common_voice_en_22319567.mp3,a price or sport on his head but he managed to escape to England,0.8325409293174744
Samantha Cameron's family own the large Yorkshire estate called Sutton Park.,2,1,twenties,male,indian,en,,11,True,False,common_voice_en_19700136.mp3,Samantha Cameron's family owned a large Yorkshire State call Sutton park,0.7713849544525146
It is known for its large shipyard.,2,0,twenties,female,indian,en,,7,True,False,common_voice_en_18733169.mp3,it is known for its large Shipyard,0.9155749082565308
He was respected and admired as a model teacher-scholar.,2,1,twenties,female,indian,en,,9,True,False,common_voice_en_18723876.mp3,he was respected and admired as model teachers color,0.9209961295127869
"The non-residential buildings are a kindergarten, Community Hall and Fire Station.",2,0,thirties,male,indian,en,,11,True,False,common_voice_en_21426041.mp3,the non-residential buildings are a kindergarten Community Hall and fire station,0.9327114224433899
He also had a long tenure as the frontman of hard rock band Talisman.,2,0,twenties,female,indian,en,,14,True,False,common_voice_en_22406118.mp3,he always had a long tenure as the frontman of hotdog band Charlotte,0.860184907913208
The team was mostly derided or ignored by the New York City media.,2,0,twenties,male,indian,en,,13,True,False,common_voice_en_22773396.mp3,the team was mostly delighted or ignored by the New York City media,0.917043924331665
He won many awards during his career.,2,0,twenties,male,indian,en,,7,True,False,common_voice_en_22319736.mp3,he won many awards during his career,0.9825572967529297
It was once the subject of rivalry between Victorian gardeners in England.,2,1,twenties,male,indian,en,,12,True,False,common_voice_en_22277943.mp3,what is the subject of Victorian England,0.7839756011962891
Activists claim the pipeline through the Baltic Sea is leaking.,2,1,twenties,male,indian,en,,10,True,False,common_voice_en_176390.mp3,at least clean the pipeline through the Baltic Sea is flaking,0.787209153175354
The first European settler in Potton township was Nicholas Austin.,2,0,thirties,male,indian,en,,10,True,False,common_voice_en_22095311.mp3,the first European ships are in Fulton Township was Nicholas Osteen,0.8500651717185974
The plan was cancelled due to a popular resistance headed by Count Louis Sparre.,2,0,thirties,male,indian,en,,14,True,False,common_voice_en_22961313.mp3,the plan was canceled due to a popular resistance headed by County Louis Park,0.8058339953422546
He comes from an aristocratic family from the region of Piedmont in Italy.,2,0,twenties,female,indian,en,,13,True,False,common_voice_en_22533180.mp3,he comes from an aristocratic family from the region of Piedmont in Italy,0.9616270065307617
"""The Methodist Publishing House"".",2,1,twenties,female,indian,en,,4,True,False,common_voice_en_21934583.mp3,the Methodist Publishing House,0.961279034614563
But I believe she’ll turn out all right yet.,2,0,twenties,female,indian,en,,9,True,False,common_voice_en_21678465.mp3,but I believe she will turn out all right yet,0.838660717010498
The division covers the vast northern outback of South Australia.,2,0,twenties,male,indian,en,,10,True,False,common_voice_en_23596240.mp3,the decision to walk North and South Australia,0.7942736148834229
"However I am dressed, I shall still be Sancho Panza.",2,0,fifties,male,indian,en,,10,True,False,common_voice_en_17416348.mp3,however and rest I shall still be Sancho Panza,0.8863298296928406
The owner of the dwelling was not amused.,3,0,thirties,female,indian,en,,8,True,False,common_voice_en_215392.mp3,the owner of the dwelling was not amused,0.9211050271987915
You could go for a brisk walk up Constitution Hill or something.,2,0,twenties,female,malaysia,en,,12,True,False,common_voice_en_18485218.mp3,you should go to a preschool Constitution Hill or something,0.8170417547225952
The Chickasaw National Recreation Area preserves partially forested hills of south-central Oklahoma near Sulphur.,2,0,twenties,female,malaysia,en,,14,True,False,common_voice_en_19642057.mp3,the Chickasaw National Recreation Area Preserve specially for restitution of South Central Oklahoma yourself over,0.8653523921966553
The unincorporated community of Cherry is located within Cherry Township.,2,0,teens,male,malaysia,en,,10,True,False,common_voice_en_18701654.mp3,the unincorporated community of cherry is located within Cherry Township,0.9395074844360352
May I sit down?,2,1,twenties,male,malaysia,en,,4,True,False,common_voice_en_1137939.mp3,may I sit down,0.9876290559768677
"The dorsum is brown, with a yellow streak on each side of the neck.",2,0,twenties,male,malaysia,en,,14,True,False,common_voice_en_20288302.mp3,the Delsym is brown with a yellow streak on each side of the neck,0.8974646329879761
The name Monona is of American Indian origin.,2,0,twenties,female,malaysia,en,,8,True,False,common_voice_en_18684032.mp3,the name the Moana is of American Indian origin,0.8399434685707092
Fabian does not like pepper.,2,0,fourties,male,malaysia,en,,5,True,False,common_voice_en_17896795.mp3,Fabian does not like pepper,0.9352065324783325
What was she to do?,2,0,twenties,female,malaysia,en,,5,True,False,common_voice_en_17361490.mp3,what was she to do,0.9450238347053528
Can you tell me where it hurts?,2,0,twenties,male,malaysia,en,,7,True,False,common_voice_en_17285946.mp3,can you tell me what it's hurts,0.8838219046592712
Lettermore island is in two halves.,2,0,twenties,male,malaysia,en,,6,True,False,common_voice_en_19046651.mp3,Livermore island is into house,0.9356565475463867
Thirty-two Turkish tourists took a trip to a turkey farm.,2,0,twenties,female,malaysia,en,,10,True,False,common_voice_en_18447265.mp3,love you too talk to you tomorrow just took a trip to a Jackie phone,0.6499589681625366
He briefly considered relocating to Montevideo or Buenos Aires.,2,1,thirties,male,malaysia,en,,9,True,False,common_voice_en_20531406.mp3,he briefly considered getting to Montevideo,0.8716435432434082
Their music combined funk rhythms and dissonant guitar riffs.,3,0,twenties,male,malaysia,en,,9,True,False,common_voice_en_19680033.mp3,combine fun greetings and listening guitar riffs,0.6648246645927429
She is one of the most awarded artist in history.,2,0,thirties,female,malaysia,en,,10,True,False,common_voice_en_20309132.mp3,,0.0
"My hobby is genealogy, or family history.",2,0,twenties,female,malaysia,en,,7,True,False,common_voice_en_18485233.mp3,my hobby is genealogy or family history,0.9618819355964661
"I think it came in a long, red box.",2,0,twenties,male,malaysia,en,,9,True,False,common_voice_en_17291462.mp3,I didn't came in a long box,0.7459956407546997
As if I would talk on such a subject!,2,0,twenties,female,malaysia,en,,9,True,False,common_voice_en_18447373.mp3,as if I would talk on such a subject,0.9573993682861328
Once again the songwriter in her felt the need to produce and sing.,2,0,thirties,female,malaysia,en,,13,True,False,common_voice_en_20309243.mp3,the song,0.8347594738006592
He tried to persuade her with a rather artificial argument,2,0,twenties,female,malaysia,en,,10,True,False,common_voice_en_18447273.mp3,tried to persuade her with the Raza artificial argument,0.8260014057159424
"Hey look, a flying pig!",2,0,twenties,male,malaysia,en,,5,True,False,common_voice_en_17252814.mp3,I love the Flying Pig,0.6693776845932007
Jack was drafted to do his duty in Korea for ten months.,2,0,twenties,female,malaysia,en,,12,True,False,common_voice_en_18684031.mp3,Jack Lester all set to do his duty in Korea for 10 months,0.7905318140983582
No wonder this vanilla yogurt tastes disgusting: Its eat-by date was last year.,2,0,twenties,female,malaysia,en,,13,True,False,common_voice_en_17361492.mp3,no wonder this funny thing is it by Voice last year,0.8772440552711487
Delete this file.,2,0,fifties,male,malaysia,en,,3,True,False,common_voice_en_17885588.mp3,delete this file,0.8279647827148438
Girard is served by the Jayton-Girard Independent School District.,2,0,fifties,male,malaysia,en,,9,True,False,common_voice_en_23149627.mp3,Jared is served by the Jason Garrett Independent School District,0.8979765176773071
I'm going with Clara to buy some pillows and bolsters.,2,0,fourties,male,malaysia,en,,10,True,False,common_voice_en_17896793.mp3,I'm going to the Cairo to buy some pillows and bolsters,0.9393980503082275
The band released two demos under this name.,2,0,twenties,male,malaysia,en,,8,True,False,common_voice_en_19792425.mp3,the band released under this name,0.8679711818695068
"For example, in his first album, Freak Out!",2,1,twenties,male,malaysia,en,,8,True,False,common_voice_en_19680032.mp3,for example in his first album freak out,0.9446049928665161
I passed away and left them to it.,2,0,twenties,female,malaysia,en,,8,True,False,common_voice_en_18485263.mp3,he passed away and left them to it,0.8802227973937988
"Nice, genial, jolly.",2,0,twenties,male,malaysia,en,,3,True,False,common_voice_en_17252813.mp3,Janelle jolly,0.643674373626709
The mines had been ran by the city council.,2,0,fourties,male,malaysia,en,,9,True,False,common_voice_en_17896085.mp3,the mines have been ran by the city council,0.9491905570030212
The boy shook his head.,2,0,thirties,female,malaysia,en,,5,True,False,common_voice_en_1466772.mp3,the boys,0.759320855140686
The cannibal was looking for another victim to appease his appetite.,2,1,fifties,male,malaysia,en,,11,True,False,common_voice_en_17885610.mp3,I was looking for another piece is apathy,0.6158408522605896
"When the carpet and the curtains caught fire, it was getting warm.",2,0,twenties,female,malaysia,en,,12,True,False,common_voice_en_184404.mp3,when the cops caught fire it was getting warm,0.7390692234039307
"One man's loss, is another man's gain.",2,0,twenties,male,malaysia,en,,7,True,False,common_voice_en_17252868.mp3,Wyman's loss is another man's gain,0.8311562538146973
Spring Prairie was originally called Franklin.,2,0,twenties,male,malaysia,en,,6,True,False,common_voice_en_19802543.mp3,prayer was originally Kirk Franklin,0.9307535290718079
Longtime white residents also tried to force the poor black residents out of town.,2,0,twenties,male,malaysia,en,,14,True,False,common_voice_en_19120808.mp3,longtime white President also try to force the four bread resident of of town,0.889107346534729
The rings are plucked in a downward motion to produce tinkling sounds.,2,0,fourties,male,malaysia,en,,12,True,False,common_voice_en_21883549.mp3,the Rings are plugged in a tonne what motion to produce tinkling sounds,0.8415670394897461
Many different classes of statistical tests have been considered in the literature.,2,0,fourties,male,malaysia,en,,12,True,False,common_voice_en_17896118.mp3,many different classes of statistical tests have been considered in the literature,0.8971641063690186
Florida had provided refuge for both planters and slaves during the American Revolution.,2,1,twenties,male,malaysia,en,,13,True,False,common_voice_en_22975073.mp3,Toyota had provided refuge for both Panthers and slaves during the American Revolution,0.9116925597190857
"Before becoming a playwright, Acito was a novelist and journalist.",2,1,fifties,male,malaysia,en,,10,True,False,common_voice_en_23149708.mp3,before becoming a playwright a Cheeto was a novelist and journalist,0.9766407608985901
He was not able to find the words for his feelings.,2,0,twenties,male,malaysia,en,,11,True,False,common_voice_en_18224206.mp3,,0.0
We need grain to keep our mules healthy.,2,1,twenties,male,malaysia,en,,8,True,False,common_voice_en_1639339.mp3,we need grain to keep our meals healthy,0.9080513715744019
I wish to see her.,2,0,twenties,male,malaysia,en,,5,True,False,common_voice_en_1639347.mp3,I wish to see that,0.844375491142273
The name given in Spain and Portugal.,2,0,fourties,male,malaysia,en,,7,True,False,common_voice_en_17896120.mp3,the name given in Spain and Portugal,0.9624708294868469
Russell's initial tests measured un-notched samples.,2,0,fourties,male,malaysia,en,,6,True,False,common_voice_en_19439173.mp3,Russell's initial tests measured unnoticed temples,0.8816008567810059
"I want my garden to be filled with roses, petunias and passion flowers.",2,1,twenties,female,malaysia,en,,13,True,False,common_voice_en_17361474.mp3,what's my Guns N Roses genius and fishing poles,0.9274736046791077
Mosconi had two older sisters and two younger brothers.,2,0,fourties,male,malaysia,en,,9,True,False,common_voice_en_18979675.mp3,Moscone two older sisters and two younger brothers,0.9124503135681152
The company is mostly known through its Sherwin-Williams Paints line.,2,0,fourties,female,malaysia,en,,10,True,False,common_voice_en_22273794.mp3,the company is mostly known through its Sherwin-Williams paints line,0.91710364818573
I'll catch a bus.,2,0,fifties,male,malaysia,en,,4,True,False,common_voice_en_17885592.mp3,I'll catch a bus,0.9794644117355347
This is the first use of a talk box by Pink Floyd.,2,1,twenties,male,malaysia,en,,12,True,False,common_voice_en_19680031.mp3,is this the first use of a talkbox by Pink Floyd,0.791385293006897
Many challenges involve falling into water or mud on failure.,2,0,fifties,male,malaysia,en,,10,True,False,common_voice_en_22967246.mp3,many challenge involves falling into water or mud on failure,0.8312196731567383
"A male will use ""soft squeak calls and tail-lashing"" to signal the female.",2,0,twenties,male,malaysia,en,,13,True,False,common_voice_en_19792444.mp3,email you use soft sweet called and tail action,0.7206960320472717
"The increasingly urbanized ""Kathmandu"" and ""Pokhara"" valleys fall within the Hill region.",2,0,fourties,female,malaysia,en,,12,True,False,common_voice_en_22273860.mp3,the increasingly urbanized Kathmandu and Pokhara Valley's fall within the hill region,0.9494631290435791
The cistern was malfunctioning.,2,0,twenties,female,malaysia,en,,4,True,False,common_voice_en_1280839.mp3,the cistern was malfunctioning,0.9428874254226685
"After World War One, the yeshivah moved from Slutsk to Kletsk in Belarus.",2,1,twenties,male,malaysia,en,,13,True,False,common_voice_en_19680110.mp3,after World War 1 to get Siva moved from slot to kids in Belarus,0.8890730738639832
Because the crystal was dirty.,3,0,teens,male,malaysia,en,,5,True,False,common_voice_en_138713.mp3,because the crystal was dirty,0.9571094512939453
Being with him alone made her feel uncomfortable.,2,0,twenties,female,malaysia,en,,8,True,False,common_voice_en_184406.mp3,being with him alone made her feel uncomfortable,0.9833297729492188
Day's version was also issued as a single.,2,0,thirties,male,malaysia,en,,8,True,False,common_voice_en_20531448.mp3,what should I sing,0.37447941303253174
"It shouldn't be displayed on any book pages, or should it?",2,0,twenties,female,malaysia,en,,11,True,False,common_voice_en_17361469.mp3,shouldn't be displayed on any Bridges,0.8824923038482666
The store walls were lined with colored frocks.,2,0,fourties,male,malaysia,en,,8,True,False,common_voice_en_17897880.mp3,the star walls were lined with colored frogs,0.8642057180404663
Pietradefusi hosts is a Cinema Festival in September.,2,1,thirties,male,malaysia,en,,8,True,False,common_voice_en_20531417.mp3,piatek if you see horse is a cinema Festival in September,0.8754692673683167
I think I might have gotten a bit bored on that project.,2,0,twenties,female,malaysia,en,,12,True,False,common_voice_en_18447286.mp3,I think I might have gotten a bit going on that project,0.9737579226493835
Medulin's economy is based on tourism.,2,0,twenties,female,malaysia,en,,6,True,False,common_voice_en_20397778.mp3,Netherlands economy is based on tourism,0.9610726237297058
"Thus, kings can be removed immediately to the Foundation.",2,0,twenties,male,malaysia,en,,9,True,False,common_voice_en_19680112.mp3,does King's can be removed immediately with Foundation,0.7919078469276428
Shirt numbers became quickly associated with a certain position.,2,0,fourties,male,malaysia,en,,9,True,False,common_voice_en_19726691.mp3,shut numbers became quickly associated with a certain position,0.9142730236053467
Where did they come from?,2,1,thirties,female,malaysia,en,,5,True,False,common_voice_en_1466786.mp3,where did he come from,0.8793218731880188
He resigned from office when questions arose about his residency in Shreveport.,2,1,fourties,male,malaysia,en,,12,True,False,common_voice_en_18979671.mp3,he resign from office when questions arose about his residency at Shreveport,0.9448772072792053
Mighty oaks from tiny acorns grow.,2,0,fourties,male,malaysia,en,,6,True,False,common_voice_en_17928073.mp3,Mighty Oaks from Tiny acorns grow,0.9839242100715637
I had no idea.,2,0,fourties,male,malaysia,en,,4,True,False,common_voice_en_17896076.mp3,I had no idea,0.94093918800354
"However, his interests are broader.",2,0,twenties,female,malaysia,en,,5,True,False,common_voice_en_18684071.mp3,but his interest a brother,0.7989136576652527
These quick little joys of hers were sources of joy to him.,2,1,twenties,male,malaysia,en,,12,True,False,common_voice_en_18330156.mp3,describe four sources of joy to him,0.7714176774024963
However Charlotte was mainly very happy in her marriage.,2,0,twenties,male,malaysia,en,,9,True,False,common_voice_en_19802546.mp3,Olivier Giroud was mainly very happy in her marriage,0.9238067269325256
I was shocked.,2,1,twenties,female,malaysia,en,,3,True,False,common_voice_en_18447275.mp3,a shot,0.43950939178466797
Link and Tetra rise to the surface as the King and Hyrule are submerged.,2,0,twenties,male,malaysia,en,,14,True,False,common_voice_en_19792442.mp3,Lincoln Tetra rise to the surface as king and Haru lost Moon,0.8233491778373718
"Well, spit it out!",2,0,twenties,female,malaysia,en,,4,True,False,common_voice_en_18485188.mp3,,0.0
The big red apple fell to the ground.,2,0,fifties,male,malaysia,en,,8,True,False,common_voice_en_17885614.mp3,the big red apple fell to the ground,0.9839128255844116
You say the race is not always to the swift.,2,0,twenties,female,malaysia,en,,10,True,False,common_voice_en_18485216.mp3,you say the race is not always to the Swift,0.9334926605224609
Asakusa Shrine is part of a larger grouping of sacred buildings in the area.,2,0,thirties,female,philippines,en,,14,True,False,common_voice_en_19684294.mp3,at the closest Shrine is part of a larger grouping of sacred buildings in the area,0.9651156663894653
Many took to higher ground in current-day Downtown.,2,0,twenties,male,philippines,en,,8,True,False,common_voice_en_21216673.mp3,Manito to Higher Ground in charity downtown,0.8033451437950134
He enabled us to finish second last season when nobody expected us to.,2,0,twenties,other,philippines,en,,13,True,False,common_voice_en_22007286.mp3,second last season when nobody expected us to,0.8688967823982239
The Canal Branch administered Canada's canal system and undertook new construction as required.,2,0,teens,male,philippines,en,,13,True,False,common_voice_en_22322083.mp3,Tucanos Branch administered Canada's Canal system another two-year construction as required,0.8369333148002625
"Some cultivars, such as 'Bradford', are particularly susceptible to storm damage.",2,1,teens,male,philippines,en,,11,True,False,common_voice_en_18841316.mp3,some creative artists such as Bradford are particularly susceptible to storm damage,0.9094671607017517
Wildlife found in the park includes a wide variety of mammals.,2,0,fifties,male,philippines,en,,11,True,False,common_voice_en_22165923.mp3,Wildlife found in the park,0.9513925313949585
Between vowels short consonants were lenited.,2,0,twenties,other,philippines,en,,6,True,False,common_voice_en_21949199.mp3,between Bells fart continents relented,0.6675264835357666
"These effects are gradual, developing over several days.",2,0,twenties,male,philippines,en,,8,True,False,common_voice_en_19843831.mp3,these effects are Gadwall developing over several days,0.9585710167884827
What else am I to do?,2,0,thirties,male,philippines,en,,6,True,False,common_voice_en_17776209.mp3,what else am I to do,0.9876289963722229
The direction opposite of the nadir is the zenith.,2,0,teens,male,philippines,en,,9,True,False,common_voice_en_22264629.mp3,the direction opposite of the another is the Sun,0.9496219158172607
Kidd particularly credits Chesley Bonestell and Norman Rockwell as his most formative influences.,2,0,twenties,male,philippines,en,,13,True,False,common_voice_en_21216716.mp3,kid particularly credits Chesney Boston and Norman Rockwell most formative influences,0.8871790170669556
The tree trunks symbolise the importance of forestry and the sawmills in the municipality.,2,0,fourties,male,philippines,en,,14,True,False,common_voice_en_23427516.mp3,the tree trunk symbolize the importance of Forestry in the Sawmills in the municipality,0.8925465941429138
"Another device used in tacheometry is the ""subtense bar"".",2,0,twenties,other,philippines,en,,9,True,False,common_voice_en_23657539.mp3,another device used in takilma tree is the substance for,0.9044426083564758
This concludes Christ's message.,2,1,teens,male,philippines,en,,4,True,False,common_voice_en_18851751.mp3,this concludes Chris messages,0.9451213479042053
You were going to go out and conquer the world!,2,0,twenties,female,philippines,en,,10,True,False,common_voice_en_15649.mp3,he was going to go out and conquer the world,0.9276949763298035
The only point at issue was the precise line of the borders.,2,0,twenties,male,philippines,en,,12,True,False,common_voice_en_19843805.mp3,the only part of the issue was the precise line of the borders,0.8555631637573242
"Its motto is ""Amore Sitis Uniti"", Latin for ""Be United in Love"".",2,0,twenties,male,philippines,en,,12,True,False,common_voice_en_19727706.mp3,Ace motel in Amarillo city school,0.49540117383003235
Thomas was left paralyzed from the chest down.,2,0,twenties,female,philippines,en,,8,True,False,common_voice_en_18922223.mp3,Thomas was left paralyzed from the chest down,0.9194604158401489
It is directed by Rajesh Touchriver.,2,1,thirties,male,philippines,en,,6,True,False,common_voice_en_18674046.mp3,it is directed by Rajesh. River,0.8933629393577576
Many air arms however continued to operate target tugs on their own behalf.,2,0,twenties,female,philippines,en,,13,True,False,common_voice_en_18922200.mp3,many are arms however continue to operate Target thugs on their own behalf,0.866532564163208
Gestir are signed to Tutl Records in the Faroe Islands.,2,0,twenties,male,philippines,en,,10,True,False,common_voice_en_20114573.mp3,mix Tierra a side records in the Faroe Islands,0.7333036661148071
I'm just sitting around watching a video at the moment.,2,0,fourties,male,philippines,en,,10,True,False,common_voice_en_17281027.mp3,I'm just sitting around watching a video at the moment,0.9893951416015625
"De Mortimer's tenant was another Norman, Ralph Bluet.",2,1,teens,male,philippines,en,,8,True,False,common_voice_en_22264766.mp3,did Mortimer standard was another nerve man Ralph Lewis,0.747394323348999
Ribbonfish possess all the characteristics of fish living at very great depths.,2,1,teens,male,philippines,en,,12,True,False,common_voice_en_18841484.mp3,ribbon fish possess all the characteristics of fish living at very great clips,0.9146156311035156
"In Europe, Poma and Leitner operate as separate ventures.",2,1,teens,male,philippines,en,,9,True,False,common_voice_en_18841425.mp3,"in Europe, and Laettner operate as separate Ventures",0.9609935283660889
The Waits River flows through the village.,2,0,teens,male,philippines,en,,7,True,False,common_voice_en_22264596.mp3,the Waits river flows through the village,0.8881123661994934
Both accidents caused the session to be suspended.,2,1,teens,male,philippines,en,,8,True,False,common_voice_en_18714897.mp3,accidents caused by session to be suspended,0.8633779883384705
Coahuila contains two biosphere reserves.,2,0,twenties,male,philippines,en,,5,True,False,common_voice_en_21216957.mp3,what is the biosphere Reserves,0.9109169840812683
The work was championed in Europe and London by Robert Hausmann.,2,0,fourties,male,philippines,en,,11,True,False,common_voice_en_19984993.mp3,the work was Campion in Europe and London by Robert Hoffman,0.9079800248146057
"Oh, you are, eh?",2,0,fourties,male,philippines,en,,4,True,False,common_voice_en_17280983.mp3,you are a,0.8416970372200012
The crater has not been significantly eroded by subsequent impacts.,2,0,teens,male,philippines,en,,10,True,False,common_voice_en_22322198.mp3,the crater has not been significantly eroded by subsequent and socks,0.8892517685890198
He studied piano as a child and participated in his high school chorus.,2,0,twenties,other,philippines,en,,13,True,False,common_voice_en_21949730.mp3,he said a piano as a child and participated in his high school course,0.8940388560295105
"It just reminded me, you can't ever be lazy about it.",2,1,twenties,male,philippines,en,,11,True,False,common_voice_en_19055626.mp3,it just reminded me that ever play say about it,0.823883056640625
Property list files are often used to store a user's settings.,2,0,twenties,male,philippines,en,,11,True,False,common_voice_en_19848094.mp3,probably the list files are often used to store a user settings,0.8986401557922363
"After the season, he lost his spot on the roster to Leonard Henry.",2,0,twenties,male,philippines,en,,13,True,False,common_voice_en_19843788.mp3,after this he said he lost his spots on The Roaster to Leonardo's Henry,0.8027971386909485
Just as I thought!,2,1,twenties,female,philippines,en,,4,True,False,common_voice_en_17453377.mp3,just as I thought,0.9553868174552917
His poetry was beautiful stuff.,2,0,twenties,male,philippines,en,,5,True,False,common_voice_en_21012284.mp3,his poetry was beautiful.,0.8570762276649475
The last Commissioner for Railways was Neil McCusker.,2,0,twenties,female,philippines,en,,8,True,False,common_voice_en_23392766.mp3,the last commissioner for real race was Neil mccosker,0.8309770226478577
What is she to do?,2,0,thirties,male,philippines,en,,5,True,False,common_voice_en_17776135.mp3,what is she to do,0.9680765271186829
A few huge Bowies up to long were created for exhibition.,2,0,thirties,male,philippines,en,,11,True,False,common_voice_en_18673988.mp3,a few huge Bowie's up to long were created for exhibition,0.8312044143676758
The newer church was built by Richard Neville.,2,0,twenties,female,philippines,en,,8,True,False,common_voice_en_18922220.mp3,then you were church was built by teacher DeVille,0.93166583776474
"The couple have two children, Peter and William.",2,0,teens,male,philippines,en,,8,True,False,common_voice_en_18714867.mp3,the couple have two children Peter and William,0.8980520963668823
Maybe these desert birds could explain to him the meaning of love without ownership.,2,0,thirties,male,philippines,en,,14,True,False,common_voice_en_181389.mp3,maybe these desert Birds but explain to him the meaning of love the death ownership,0.8856559991836548
Play music by larry mullen jr.,4,0,twenties,female,philippines,en,,6,True,False,common_voice_en_15657.mp3,play music by Larry Mullen Jr,0.9794333577156067
His father had been an amateur boxer and made all of his sons box.,2,0,fourties,male,philippines,en,,14,True,False,common_voice_en_19984998.mp3,his father had been an amateur boxer and made all of his sons box,0.9203011393547058
"At an early age, William was interested in earthworks and mechanics.",2,0,teens,male,philippines,en,,11,True,False,common_voice_en_18714875.mp3,William was interested in Earth Works in mechanics,0.731207549571991
Their uniforms have become their trademark.,2,0,twenties,male,philippines,en,,6,True,False,common_voice_en_20040064.mp3,their uniforms have become their trademark,0.971893846988678
How old are you?,2,0,thirties,male,philippines,en,,4,True,False,common_voice_en_17147879.mp3,how old are you,0.9799034595489502
