,client_id,path,sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu
864986,2f561cb0b97147db51bc0ad72c0fab191a48ce2aab48a4be4f9f1496c67f7e2d8c05ea3d0625c1a28a04e0f3df3401d69ff4f85f9415cfb5f68ff45dd1370488,common_voice_en_21090921.mp3,They are nicknamed 'Constitution' or 'The Constitutes'.,2,0,twenties,male,canada,en,,7,False,True
688219,43ae9b5e619bba009c4cb9deaf598bfd332b93123fa9117a8c90f60641a42bae87c741113996cc6ef31242d6cef7a3d9cd4eebca3c2516e9aed588dd452622de,common_voice_en_18645755.mp3,"Despite these divergences in opinions, people can agree on some common views.",2,1,thirties,male,canada,en,,12,False,True
895083,f29ccc48dbccbed6276c09cf7a9e6c8c579074319752352d9ea369390eed4517052744a89e000cdccfbd28d4de71812d7c19c62867d3336aa901811898c75e69,common_voice_en_17428767.mp3,What's in it for me?,2,0,fourties,female,canada,en,,5,False,True
728503,a2a59d50967f77dc917c8b8cce0bfb0bb07bfe905773af51c9efbe5f7e5db780017b1432d5fbbfbd46662d9d4a2a15d50d613752e5be10d6ad589172f7b7a5f7,common_voice_en_22469350.mp3,The southern part of the county drains into the Canadian River.,3,0,twenties,male,canada,en,,11,False,True
990913,765eb7b336c85e990a7bd81298fe7a7fde540e15fd08d1645cfe4d8ff1d893bf9c3eeead1dd13c1eaf7a936a264b1357f4ee8d7d4e0a44722ffeee2ccc20cf88,common_voice_en_21758325.mp3,The gate attendant simply scans the code displayed on the phone.,2,0,fifties,male,canada,en,,11,False,True
1097076,9db555e24714069bdfaf68dbd96c7115cd8203cf20336f2b240d4523fa12df35a9248232f0ad0ecf0f40b6a8901ca752f64e153d6ca57725ac6635566725c80f,common_voice_en_23720119.mp3,The Jewel Box cluster is one of the youngest known open clusters.,2,0,twenties,male,canada,en,,12,False,True
586985,2553a47b173b5cef4522e01e96bed7cf716c125c21adbc18bf94bf6edb49f9a22090e6059364ec688bbfdbeab61e3c7bec25b5e6f923573f004c1768ee9130d9,common_voice_en_20212198.mp3,"""The Rena Song"" was dedicated to John Petrucci's wife Rena Sands Petrucci.",2,0,fourties,male,canada,en,,12,False,True
632969,b9db4e5fd24c684a86b29fd4db89bc69b2d20243c01548afcf1b9fe317386b5bd8ebf01db11ec112c3088af189ecd20409566804d6ac8e1c0ee584d98c3e5484,common_voice_en_18880409.mp3,Mark Abshire soon joined as the band's original bassist.,2,0,twenties,male,canada,en,,9,False,True
632983,b9db4e5fd24c684a86b29fd4db89bc69b2d20243c01548afcf1b9fe317386b5bd8ebf01db11ec112c3088af189ecd20409566804d6ac8e1c0ee584d98c3e5484,common_voice_en_18880434.mp3,He was the center's first paid staff member.,2,0,twenties,male,canada,en,,8,False,True
718753,0e70566dc6943012b8c678a9fa9987ae09b1a6fd7ca4b8284e294131bb4243f615f6955db62e4c94eed27e1e1cd793073973663d64f36920958975dfa2bcd125,common_voice_en_15733997.mp3,The urge to write short stories is rare.,2,0,thirties,male,canada,en,,8,False,True
1052051,1c156a2d876d229bf5b5698ce2f83abb22148eb6c509558ac9568ccab2a368cf723c284f0741d574ea20205104004d359f7fe9dbd5042945523b845b090b84f3,common_voice_en_17909038.mp3,When are we leaving for the party?,2,0,teens,male,canada,en,,7,False,True
503980,aa41b07555beaec255855d0bd11355e4871adcfba9452dc4ce26a3942ed1f8eaf703f8a4602ebb8d723ec35cc735c0ca7ea08a2d86554822cbfdcd1610d0ebc8,common_voice_en_22450047.mp3,This battle between companies is defended on both sides.,2,0,thirties,male,canada,en,,9,False,True
717562,55ef9926dc73e2f1a732079b7dd7e9a223da4b620e8178ad701f491a2de3d0c8fa791654da38b6492cd857ab886281e01a37fc9bb9d63824ad0cc4a118c503f4,common_voice_en_22732064.mp3,"Pecock was probably born in Wales and was educated at Oriel College, Oxford.",2,0,twenties,female,canada,en,,13,False,True
1096659,9db555e24714069bdfaf68dbd96c7115cd8203cf20336f2b240d4523fa12df35a9248232f0ad0ecf0f40b6a8901ca752f64e153d6ca57725ac6635566725c80f,common_voice_en_22400377.mp3,There he begins to discover things for himself and to rebel against his father.,2,0,twenties,male,canada,en,,14,False,True
583388,e99dc447979bdb0adb86ef0adc5e62bcc15f270f3ca74ac1c73e3198bd97f2501a34525e7a5fbf5bfb297374d818b573bf784f3cc275d2783ce9c15d25bd1362,common_voice_en_19697120.mp3,Pet sitters monitor a number of different animals.,3,0,teens,male,canada,en,,8,False,True
555824,aec4ae6acb6bb290cf50ba3447671dc0fc16bc6a722ae3fcddf92cdee6855597df6d0c7c9e71bc5e2e691d8378758d4079b2f93ddeb1235850523646163620bd,common_voice_en_101107.mp3,"""I'm going to guide you across the desert,"" the alchemist said.",3,0,fifties,female,canada,en,,11,False,True
350976,cce5b9c441fd41f7dfb964675a5a7f21b1142fdcbdc24ef7a08287b78023c4305a61a65f4841fb61afca13e60e1b891c863caf099c01d0357ee025cafb1eac52,common_voice_en_19996880.mp3,"In this case, an agency adds a service fee to the net price.",2,0,teens,female,canada,en,,13,False,True
650323,211a983908a285df25ee5447d929c09de200cf4abd897762f641c7c2cb97e06197a976356d383ec5c03020f756ff41456db65e27d7f9a386cd102cd83028510e,common_voice_en_22093418.mp3,The Formoso High School mascot was Formoso Falcons.,2,1,twenties,male,canada,en,,8,False,True
782234,ac78a2a1348db2f1bf3e54133558d5ad74a6fb70f11eeb8c2c05913002146cb6bf6e4b7d81bf951bdc0ad2edf14f4d1752c35c230e9cbc5103a1d3607fbe2714,common_voice_en_20236100.mp3,Nabu's cult spread to ancient Egypt.,2,0,twenties,male,canada,en,,6,False,True
1097134,9db555e24714069bdfaf68dbd96c7115cd8203cf20336f2b240d4523fa12df35a9248232f0ad0ecf0f40b6a8901ca752f64e153d6ca57725ac6635566725c80f,common_voice_en_23720198.mp3,The design of the present flag incorporates the elements from the two former flags.,2,0,twenties,male,canada,en,,14,False,True
874167,2f17c9c305b08eaf7c8e67761c77fbc8ddc4c337c426cb0eb76a259dbb25d11860262ebd19760b0fc3e27786a912fe84cc34d473c0a4d45c5bb5f971fc9b2954,common_voice_en_20238716.mp3,The Baraboo River flows through the city.,2,1,fourties,female,canada,en,,7,False,True
534614,f985d38f77c8b8d839f3b9781f5d53d14bbcefa928ac89905f79dc0fe89134cfea045287116bc5338557529953f1ec6fa539f7878c7e2bcabd468732d2e977bf,common_voice_en_22169758.mp3,"Generally, the institute opposes tax increases, such as Hawaii's General Excise Tax.",2,0,fourties,male,canada,en,,12,False,True
694405,6fdd643718ef92979b99e6d92c1210dd0b16fd441e56863f4d235fbe8424cbc7ae7874a1ce9e9e284358908b93c6c3862595e3387b5f3a876bee57bcf74ef29f,common_voice_en_17147386.mp3,Smoke poured out of every crack.,2,0,sixties,male,canada,en,,6,False,True
717657,5899e8bd8f4bbecb9785cd045d1b541cfae62ad9f855515f51d443cf1984d4c844231b55c26e9f9b8667435eafc3fe5d5a043cce071d7ce3fd8f41863720a502,common_voice_en_143209.mp3,Let's go Hiking across France.,2,1,twenties,male,canada,en,,5,False,True
534613,f985d38f77c8b8d839f3b9781f5d53d14bbcefa928ac89905f79dc0fe89134cfea045287116bc5338557529953f1ec6fa539f7878c7e2bcabd468732d2e977bf,common_voice_en_22169757.mp3,Most acetic acid is prepared by this method.,2,1,fourties,male,canada,en,,8,False,True
122615,fc924425b97bf9fa1df465b0770ea5d7101db1f9cf01f0fa7b3307f06e6fdb42e92e721fdf07e4ac964b077c99d63e5db29208e72c5931433129111c29707548,common_voice_en_20501378.mp3,"More public commissions followed, including the statue of James Larkin on Dublin's O'Connell Street.",2,1,twenties,male,canada,en,,14,False,True
892587,fdf639ebb01299345dcc612cac9f4fcdadf5004c349a8ddeaf69ec6ee7878dd05a8656597cf87590c63c5ffb23673dcd0e9a37aee41e70469288a37d4ce5d1b6,common_voice_en_17265793.mp3,"A comet came within miles of the Earth, it almost obliterated the moon.",2,0,twenties,other,canada,en,,13,False,True
911557,cdeabff18d80ac05ca4099b834946b27cddebde33b2b3be9bfbc06d4ac0e172759e2d3c9becdc53d85b935640980d2f56efe288ae88be67c2ea49309b349897a,common_voice_en_23797829.mp3,Burley is a residential area.,2,0,twenties,male,canada,en,,5,False,True
263349,68fac73a3907fd26da9436c318eab9c266f63eda630b8016081aee33271b4fcc6393e3770efebb9c73e0cfca60cbfc898ad23cb5bca8279d3185f3d0d4e93b25,common_voice_en_19694692.mp3,Investigations performed by the police could find no explanation for the phenomenon.,2,0,fifties,female,canada,en,,12,False,True
860757,bd631b28464f4d8218a5e395adefdd436730e0b5f85795ed8793075717ace807018e1b73fda4a47839ef724d64d35753cda3fe5d7fb03cb6b868b185b2ea7353,common_voice_en_17261288.mp3,"Darling, could you grab me some throat candy down at the local chemist?",2,0,fifties,male,canada,en,,13,False,True
1167380,ba001b8981452b0f53a34407ce0a848143545733054d1d277437e47644ad871e93614f152ee9e0203a88213f3d2037d6893ff8d15722fff753c9b405d6070a3c,common_voice_en_20847440.mp3,"Why doesn't he do it, why isn't he doing it?",2,0,thirties,male,canada,en,,10,False,True
842831,1061f5acd424342c6a3e78af53b53be5723d3edd36593221d95d2a4e12268b629e79497413fae90a6a8fdface6212b4e7e3e24acdd5567dac2ec12e4e7265d60,common_voice_en_19669556.mp3,Acute uric acid nephropathy is associated with little or no urine output.,2,0,sixties,male,canada,en,,12,False,True
506719,46517a2800bff5a895a829e852c769d3d5b9e365853594ddcf95ac28236b6c6565c89e1bab32bc5265bff079c0b3a1c8ab81d1c98aa25a4d7f5d7fc5d6ec3efc,common_voice_en_20872057.mp3,I learnt so much from them and made some great friends.,2,0,teens,female,england,en,,11,False,True
1041752,f054a5bef406ba6ef467667dfd7f441bedd45003b6f8d1050e0f16e12b8ebef4a93fc9328072682086c6e4c1ffa0baffbc6b85686623d778234e50273d4f692b,common_voice_en_19677873.mp3,Actions of the President must be approved by the Commission.,3,0,fifties,male,england,en,,10,False,True
234773,4d419a91b7de9354aea1f17096a0d71997051cd993e360efe75bb57f18776186c8f8532f87fd0f12d88ed70f49651475498dcf9dc5f6ca93e514e7472014afb0,common_voice_en_19612307.mp3,"""Bodhi"" means ""awakening"" or ""enlightenment"".",2,0,twenties,male,england,en,,5,False,True
1014418,3c0d9d6a3b88c93768a45f673941a03b112625587ce881d44fffec82fa33a69f4b57efb6b6882a8f8bff868d6f6ab7e850af4724dd394508b6e54d8262274bed,common_voice_en_17728045.mp3,"For passing the general bridge, you had to pay.",2,0,thirties,male,england,en,,9,False,True
197057,77d244d9c0cca3cc678bbe047c4c02dc63ad5f6137c9abcf98c8d6a635dda3354e62e5ffce1480ab17f0bd3410240aa972cef94ab645230810fb798141b96fc0,common_voice_en_17401437.mp3,Did you really think it through?,2,0,sixties,male,england,en,,6,False,True
532516,9ba6e4d1bab1c9d7e08abee9ebcab0047c457ef1e77baef83dd747e5949d5efb162e6ba461f69052d0aadbdf2e9609659254c213149f01d1c64fdc5caa78c580,common_voice_en_19061389.mp3,Beach parking is subject to Sauvie Island Wildlife Area parking permits.,2,0,twenties,male,england,en,,11,False,True
1293672,5cd95c7c22c6fd21f386f93b700187d1559ab9a63eab1b44b4af4717e61bee61dbf54a0de0d35e3014a441bc557f5a0a4d36ad4e3a815d4bd3c395c9e98daade,common_voice_en_18400466.mp3,"Is that a translation, or merely a transliteration?",2,0,thirties,male,england,en,,8,False,True
636116,8a8222dab0c0c42714216b9bd4c9df455639a8ab6bf3e8b9f2bfcacf53429403cad2b28435366b158f4e53f423dd2371753476ff45cef46cde7012b3f749dd14,common_voice_en_17266880.mp3,"The C++ framework Qt is pronounced like ""cute"".",2,0,teens,male,england,en,,8,False,True
1019317,82f6efc51109b0bf49ddffc1c25f741e829f97693190472af40ef149afc34810117bcf347aa5dc553239a149ca670eb50780f5aa54c5744c7406ea577fb9de23,common_voice_en_20726398.mp3,Godzilla smashes a tower that has a self-destruct button that makes the island unstable.,2,0,thirties,female,england,en,,14,False,True
112129,c8cf00b3cdcb24fdcd4da1f694e26378a7399917addfac9ab12d6feb57da61f17a152bacc2ea3b605c75142a0d2d62298fc229b3e31b418f0afb893e746c1415,common_voice_en_17830225.mp3,It is no use crying over spilt milk.,2,0,fourties,male,england,en,,8,False,True
978084,9118647f11c456a6c13b320a06314222dbfbc22d32383f47847132c840b4ad12b4df64088700c859bcc16514b6ac45161b9c234223ad008e40bbc333472064ab,common_voice_en_18810142.mp3,"Neron offers, as he has to many supervillains before, to augment Shade's power.",2,0,twenties,male,england,en,,13,False,True
1245630,ee0dd2cf4383159aea5f7d2d6919e6311cc2ea9bb1b6c7cd2a5d289c96d7aeab2e6540a57700b8f7438ca48842e58c3c6e6b01160d638bfe2003c0017e32cdbb,common_voice_en_18774563.mp3,"The second of nine children, both of his parents were practicing Catholics.",3,0,thirties,female,england,en,,12,False,True
1138626,fd8233b9e60ba635cefb3d3130ae076b83e54d8e90e56e8ecb3319ade12af143709276ca2e455358d19c6c896abf9ffc87633d585548f1ee9fc52c6067fd1254,common_voice_en_23794157.mp3,"Liturgically, the church accepts the creeds of the Evangelical Lutheran church.",2,0,thirties,female,england,en,,11,False,True
413675,8b6ba9bc253380df71085349497a00eec01fcfbec823971482761e7f04ce15d3846f554a8c1fabec8911951fd54d3859045d7ff34ceea3c8637c88851921a64e,common_voice_en_19840580.mp3,"It initially consisted of the county of Northumberland, excluding the township of Monaghan South.",2,0,twenties,male,england,en,,14,False,True
1184560,d1813b3a39bbd5d6f35e04e8e2151930a40e56cefcc57eb71351d6cde06a360b99e6c7791989ff337b308103b8dd7f2f705c01f88506ec4146042276b5a122ce,common_voice_en_18133815.mp3,This lamp is quite nice.,2,0,thirties,male,england,en,,5,False,True
1272767,468d6a3b83f807ed964c180ed893ac7c39f9ea1860213261ed075ce3f8c1403d77bc8157c3ab2548bfbc7885be878a423b004a77cf28a7289421937952069126,common_voice_en_23378504.mp3,More recently each of these groups tends to be treated as a separate subclass.,2,0,twenties,male,england,en,,14,False,True
304531,232c2484c9b9e740b5c7e075004de5d4f4dd3bfeec908602b4067f74cd4a8836b4565d109b92981c7032707757ba2042031ec7f587c36a6215fad2c27548ce17,common_voice_en_17245817.mp3,A brown leather bag hung from its strap.,2,0,thirties,male,england,en,,8,False,True
847589,62b48baecc015e25e3d53773bd125b351d2294c7a065ffa1cc103c050e868b8d96c98bc8f486ff1c71636d7ba5a6d3392b2cfed35522cd41efcae0feee7ddfd5,common_voice_en_19624455.mp3,"Artist Vik Muniz used skywriting for his ""cloud cloud"" project.",2,0,twenties,male,england,en,,10,False,True
526354,f303784caaf70496db39108c2f4a42100a6438319681b1ded683c596cdf7c9936b9438a3e883d75b3e98f7f34f9f712b9423ffb65ad96b6bb588df6f1ce2a7ac,common_voice_en_153674.mp3,They were on the right track.,2,1,sixties,female,england,en,,6,False,True
847645,62b48baecc015e25e3d53773bd125b351d2294c7a065ffa1cc103c050e868b8d96c98bc8f486ff1c71636d7ba5a6d3392b2cfed35522cd41efcae0feee7ddfd5,common_voice_en_19646795.mp3,"One particularly rigorous aspect of studio classes is the ""critique"" or ""review.",2,0,twenties,male,england,en,,12,False,True
965183,82f06e82477cf1a991584b9406a52c4b768b4c082b4526d595e225d6990da57bcd82115c85b7e4ee9489ebcec5bc35470d4006212e2999ce1cc64fa5191dfd98,common_voice_en_18414452.mp3,I arose obediently and went down the beach.,2,0,fourties,male,england,en,,8,False,True
240806,f2cba19184ccfe9aee579c0f09ddf11b650469f564d888a63e1d8e0734b2be2a65b279bc4bb2909d3efae3cece5d4e049b7a440d14e7977b9948608c4f65dc42,common_voice_en_18945564.mp3,This was later adapted by the Army.,2,1,,other,england,en,,7,False,True
438117,68e549cc25ac8963cf774188a4d714c01f5f12d3881ae8c9af133002cd80f7b867adbcceac09a412203d60658a4627ac385fa9ce1819717cd5fe2c2e924746d0,common_voice_en_23354713.mp3,He was later expelled by the Sarawak government due to failure to repay debt.,2,1,twenties,male,england,en,,14,False,True
532665,9e07961acf0432d96ba3b08551d85e3e1ecb4cf8d40a76583d3d56ac4546d385ad00140deb790afa12bc0fd62edb540afbd47903b16853651fcdace873b005e5,common_voice_en_23660440.mp3,"In quantum mechanics, the Fubini-Study metric is also known as the Bures metric.",2,0,twenties,male,england,en,,13,False,True
727599,f0d66b1635181a3cb2baf62254d64176ef3885c0123440bf0236ad67652e57ba80e009845293bd36f42e272ea2c6d7dc97a5d5c6215d177eda64f205653334de,common_voice_en_20149531.mp3,There is no wheelchair access to the platform.,2,0,twenties,female,england,en,,8,False,True
1081379,a756a523466820ede057878d1cd70f9418a9b0c74eeed9113a399827cbe24b1f6594528eb9f3923c05fc0ccea079ecd179f22e94980ebed037ef4251b5a63ae7,common_voice_en_18606573.mp3,I have no time to waste.,2,0,twenties,male,england,en,,6,False,True
944488,126d3ec8a9de73c224904bc613f47711b76ca9c8d6794b490ce3b731a9f5360949fc9744101eb9d44352af4b85d867ba6fe851c81ca884e6fcf294ab654905a3,common_voice_en_22021740.mp3,These were sold through Christian bookstores and related outlets.,2,0,twenties,female,england,en,,9,False,True
621299,f2fc27423d09838b26a558356f7b088febdecf1e3e3b008e595b8f359fb69e1395bf382de42079354c302dbeb64503dfcca5ea4ed90c38d17d138d4f68729b89,common_voice_en_174956.mp3,Get Katherine at the Bulletin on the phone!,2,0,twenties,male,england,en,,8,False,True
972575,9f1275e6f562c6fe5c40937d0ef071ad883ad4c38a77441a6be96c836ba3c5a276e68dd662d8fe2dcf0cd701dad490d97ebcd76b1034a0be54c47b64eee11028,common_voice_en_22153672.mp3,"Injury-prone in college, this continued as he sat out his rookie season.",2,0,twenties,male,england,en,,12,False,True
1115204,2616e7a9595a9e57c4be59e468a0197c41afc6508ecc5c8487cad9c1e12624016b262e0d8086bc485d6d7b8ce02e5d333c7681c7086e7bea2fc37d9c051a09e9,common_voice_en_217979.mp3,Did she solve the riddle all by herself?,2,0,twenties,male,england,en,,8,False,True
354843,331e3abf182657602495d200339c2718148a2f0da7e1006cabd5b7cfcd084c3abd48fd51c0209bca1801958cbd79daeba04c67d817e7ae76fde30b8a112fccbe,common_voice_en_19741834.mp3,The format would soon evolve to Rhythmic Oldies under program director Rick Thomas.,2,0,thirties,male,england,en,,13,False,True
867343,f423e3bcaa299c37a26510090d7e7718d2776208de4214b6736c41cd03697f6b6f53d914812a0e8e5ac70c97d8f0585ffec88e307431acbbc2fafac9c481d344,common_voice_en_214805.mp3,Policemen are investigating in this case.,3,0,thirties,female,england,en,,6,False,True
793344,e8f49aae730c4eb1cbce2e3994ab930ebe65d7652b82e1e887a283d868cbc42b6f5e2d6c17ed2011afd76c999ffd5eb33214ff0a5ad466952aa1f9976f8a1a8d,common_voice_en_21400020.mp3,"The battle resulted in immense casualties, one of whom was Ras Marye.",2,0,twenties,male,england,en,,12,False,True
1223580,74491ccd3495e209ddd31169484962be9536d4e4861cd2cf8eecba0cc90549aa42b1e3b88baedd6a5e231f1580f0b656d378ba61130bc91a960034b174260ceb,common_voice_en_20252419.mp3,In the Palatine Anthology it is said that they established lyric song.,2,1,fourties,male,england,en,,12,False,True
1058463,0933d3fdcc6d51036d7f36a5bacad3bfb08209417bd2a3658ca64933fdf8ae03e7a6fe44ecff309b1d563119b3642cb51f80424e6ed971d0f769ec01afff1766,common_voice_en_20989616.mp3,Among these movements was Zionism as promoted by Theodore Herzl.,2,0,twenties,other,england,en,,10,False,True
552564,0c65f439b152536bf785a2c15fedbc0e6b4966363f5ae1d8bab8c842d3bdd10de3c7c062a30628323f9cc753e880e7b19ad9fc264dfaa71956a20817f97ea808,common_voice_en_12724466.mp3,A deputy representative,2,0,thirties,male,england,en,,3,False,True
590072,05e915532c9804566679b54c84dd85b1d1a500ceef0deb0fe847939057180e7569d063077089752715cd4dc543a6fa2e7d03bbc798f5a834cc1ebd49173b97d7,common_voice_en_20230377.mp3,The general topography of the province is characterized by uplifted plantation surfaces.,2,0,teens,male,england,en,,12,False,True
1107096,a22721fa679ec702c9306f00becf645a864dbbe305fe6ff39e01e9fb780ccc8ad7913af19c3f1aebd4211cde70ed4cf17e23154c65125df7bdb3adfe3be7a2bc,common_voice_en_21359215.mp3,This is also a pragmatic view adopted by a number of scholars.,2,0,thirties,male,england,en,,12,False,True
1236657,344bf332f298134d3880f9e38710e4c7e7037157bd63a3f5334f3c0d627ff61645ffff180419eb666587109a9a7638148728a3c5765f76296fd68c957088b428,common_voice_en_20175145.mp3,As well as at least four unnamed family plots.,2,0,twenties,female,england,en,,9,False,True
752104,35e396229327fa9b553356936f6d79f2fbc3af5b0536601f0733ecac0c16ff0e7f11c93f04186de07053475193f65b14df0adc1e9c0191e7454cf648ab14d69a,common_voice_en_19017444.mp3,Most broadcasts are only a few minutes to a few hours at a time.,2,1,twenties,female,england,en,,14,False,True
522356,fed04ddc1a9e44059bb6aca6eeceb50210050d152ed4d77696d45f239f3bfcbb2b64ed0916ca1977c78df826c252215a2ff2f80481737d27d8c09af53d27c1bf,common_voice_en_18993276.mp3,"No roads were ever built, and no earthworks or materials were ever bought.",2,0,thirties,male,england,en,,13,False,True
348436,757d2e7627143c0cb5302993c29d672fa1a4f28088aa8eb79783781f4efb49ac8bd3d7a1ec6d9b8fb1d46186094aafd7dc78f1e8d971821a9048291b4b40297b,common_voice_en_19638712.mp3,"‘I dare say it will,’ replied his friend dryly.",2,0,fifties,male,england,en,,9,False,True
257768,1e029e2d9d812c42620d4787e14a33a306ad73a4e54df37e934654e13e469625c289e067471daf65ce754585312ca43585f00b75d8bf3c3b8cc100ff231f9929,common_voice_en_19653084.mp3,"In continental Europe, ""Letters"" proved equally popular.",2,0,twenties,male,england,en,,7,False,True
760436,e2a72261f0142633e8cd6e38526673b41f4400dfdc5ba5aadc56efcac5215beb8d9a963d565b689659390625a5d6411f2fa9f23f7501615017164f08f86229be,common_voice_en_20179040.mp3,A soundtrack was released by Universal Music Group.,2,0,thirties,male,england,en,,8,False,True
1001401,3f15e2fece31ee9305b7c1949128fad62cf72c2f4602217adaa39de119034476f3d567d6428b08fa5cded2f5220e8ec2908a86f35621a6825433b3393d59d942,common_voice_en_142201.mp3,He's a fanatic.,3,0,fifties,female,england,en,,3,False,True
1199371,f95c9f478228e092e2955d5f9ac7f3ed04e8e3d6dae1cde6bb7ff2906bd5196e116ed863adfbbe02dd7c2012665a5d5d3f85d447a1c9cc58d293eeded5ee1763,common_voice_en_18165270.mp3,That would be funny if he did.,2,0,thirties,male,england,en,,7,False,True
740082,549b886294cf3021d2784b4b046bf04e7ce45c89275bde14aed257607951acd12b791b4ec41f559566431893841cd285387681a94fb8127411b80be8a377afe4,common_voice_en_107507.mp3,Where'd you get it?,2,0,seventies,male,england,en,,4,False,True
1235428,73aee4c550b16b53b5f67691c69005e40a777651ea33b4b1efff1be1ecb138ea843efc9890f76f3694eb25a1b1edf60415a10c1380958500e5854f27e465255f,common_voice_en_20313133.mp3,Fans of Johnny Mathis can thank Mr. Livingston for All The Time among others.,2,0,sixties,male,england,en,,14,False,True
787431,1a89d88e5613b49b8ada61f3f2012ceb01ca9304c37739f9f4466d5ba7dee91b22f0b3669bf3a5d265b3735e6a66155d146b9c2a9ec44fb60e5880dcc20c444d,common_voice_en_18128676.mp3,I lost them last Thursday.,2,0,fourties,male,england,en,,5,False,True
1272669,468d6a3b83f807ed964c180ed893ac7c39f9ea1860213261ed075ce3f8c1403d77bc8157c3ab2548bfbc7885be878a423b004a77cf28a7289421937952069126,common_voice_en_23378201.mp3,The city inherits a very rich culture.,2,0,twenties,male,england,en,,7,False,True
462054,b66717ccdc7904e2076d43cdc1a1a32191bd43c0f26a8e7268289430f166f2cd466c56622bdefc1daa52c61be35ec139e12870d35cf7183673033d1258760b6a,common_voice_en_19753210.mp3,Dances are often accompanied by the contrabass or the guitar.,2,0,thirties,male,england,en,,10,False,True
649412,c5026e13c5088b62c2756cd9d8cf03cee7baca137fcfb0ee7a868ed2bd1fbd4a3a3e55a9e53d782e57a25065cc86edcc2fd3b01573fbf4be1f7ddb94b495929e,common_voice_en_22058527.mp3,The integer arithmetic instructions use the integer operate instruction formats.,2,0,twenties,male,england,en,,10,False,True
145686,a5dbde9f01457958264ce4c79e467df1e434671ae3e68155835eefea5efe08669d63e45ec03b08227080da1396307ab26b26026baa7b79085f3da34088c6767f,common_voice_en_21655964.mp3,Sliced cabanossi is also a popular pizza topping.,2,0,thirties,male,england,en,,8,False,True
1081446,a756a523466820ede057878d1cd70f9418a9b0c74eeed9113a399827cbe24b1f6594528eb9f3923c05fc0ccea079ecd179f22e94980ebed037ef4251b5a63ae7,common_voice_en_18606766.mp3,She lives the same life still?,2,0,twenties,male,england,en,,6,False,True
548626,2994bdcdc4613336351799fdcaff4030f4cd8b9ebc303a6c7383d0b2f2d58dbe0e7c6073bbf159792ddfcdc7ab1e79cec0916be9f8f7edefdc80743ab3e5203f,common_voice_en_23734086.mp3,Precipitation is well distributed throughout the year.,2,0,fourties,male,england,en,,7,False,True
697801,9df479096d0bf0c61d09bc4627b829b8a7fb5948b8381765b3a67e16f75770bba3f4421caf498de3f63bc0eeaf8b6dc177f1351acf2876149dcafe9879acf685,common_voice_en_21419594.mp3,Many of his outdoor nudes were painted there.,2,0,thirties,male,england,en,,8,False,True
612162,ca7cda39eb3cae15fe2931ec97ffa845064c062c582ef0770ae4d1d65d8f3152aef62ac15e0b41620fbdedaba662ae4223a9efdd636a1c742c4c1afa8f57ccc6,common_voice_en_155752.mp3,That's why I want you to continue toward your goal.,2,1,thirties,male,england,en,,10,False,True
865905,f638487a58c6b0725bbba21af06fdd9cb751ed02e61b84c320ae21ae6dd41b8c7fac2f3cc2cd555f29e309f478e75238df691ecde3f79190a5a2f446cc8f334e,common_voice_en_221058.mp3,"Three armed tribesmen approached, and asked what the boy and the alchemist were doing there.",3,0,twenties,male,england,en,,15,False,True
334591,99039023634def7ade39d479987f4308e3bed0da57bcc23e4bf7b14c0618b981d95b5ce357a0f0531a7b845b9061080a67e2d841cdda2c8b9295449b2b0f0e8b,common_voice_en_153111.mp3,So how will we name all these hurricanes?,3,1,twenties,male,england,en,,8,False,True
1281608,ac6c32f959398d495a2bd3ff3a6d7b3dc0f9700ded23aef5f248bc799b3210e84b90cf8eaca63f0bd7caad7fd8d2f1914223a32a39085381242d0f0b0411ce5d,common_voice_en_18247065.mp3,"In the country of the blind, the one-eyed man is king.",2,0,sixties,male,england,en,,11,False,True
1258901,f0ea206776edd98e6ab41801393839be2d3a3508647336452079b21ddc3ed6eafddd8489e7a79cf149c48136862b49b77c412f7721653750f051aa12c2858e0b,common_voice_en_19953873.mp3,"Elsewhere, the track was elevated - frequently over long distances - on timber pilings.",2,0,thirties,male,england,en,,14,False,True
900014,94c1618c443ef8520e7716404b0f7146ddd28abd622386515d6e2026b74ba48e51e5f2f85a398e43cb1540e0af8b0debd997d7c797b40fac9953bc122d04bbf3,common_voice_en_103233.mp3,He carried two dead hawks over his shoulder.,3,0,teens,male,england,en,,8,False,True
944384,126d3ec8a9de73c224904bc613f47711b76ca9c8d6794b490ce3b731a9f5360949fc9744101eb9d44352af4b85d867ba6fe851c81ca884e6fcf294ab654905a3,common_voice_en_22015002.mp3,The progressive format did not last at that station.,2,1,twenties,female,england,en,,9,False,True
352987,00faab2e84c80dde520a4a48bdf188af6e4c2190ba38802b43b679bf1cbcfaeec51dcaa790589a000da9dca9334af2360e62334318b5860e8de0afaffc1bc015,common_voice_en_19090338.mp3,The district is centered on Huntington Beach.,2,0,twenties,male,england,en,,7,False,True
758346,ea850c724f088530c41fe1c55ecffb37991dcfd4cdd0e975fb63465f754d12562416161fe4be7ac5321a118f221a7c1d5a4c4deb8568e1433833c163cc590ecc,common_voice_en_19062865.mp3,The economy of Asakura is primarily based on agriculture.,2,0,twenties,female,england,en,,9,False,True
