jobName,transcript
common_voice_en_21467255.mp3,The starting blocks consist of two adjustable foot plates attached to a rigid frame.
common_voice_en_214805.mp3,Policemen are investigating in this case.
common_voice_en_21595337.mp3,The story is written with extraordinary language and a brilliant style.
common_voice_en_21636766.mp3,Dwayne won the silver A meter award in Colombia as a vocal soloist.
common_voice_en_21636854.mp3,Roberts Media is wholly owned by veteran broadcaster Larry roberts.
common_voice_en_216435.mp3,He was my brother.
common_voice_en_21655964.mp3,Sliced Carbon Ozzy is also a popular pizza topping.
common_voice_en_21670025.mp3,The corrections divisions has its offices in Gibson Hall.
common_voice_en_21692099.mp3,All seven seasons are also currently available through Canadian subscription to Netflix.
common_voice_en_21692180.mp3,"If I give it up now, my wife would lead me."
common_voice_en_21692191.mp3,Her magical specialty is blowing things up.
common_voice_en_21692334.mp3,When Donna Primary School is on Kyra Avenue.
common_voice_en_21740047.mp3,"After the election, a coalition government was formed by the Conservative and Liberal members."
common_voice_en_21754122.mp3,A unique feature of this pistol model is the unloading device.
common_voice_en_21758325.mp3,The gate attendant simply scans the code displayed on the phone.
common_voice_en_217979.mp3,Did she solve the riddle all by herself?
common_voice_en_21799750.mp3,"During the early period of Ottoman rule, Borat fell into severe decline."
common_voice_en_21858130.mp3,This means that potassium ions can no longer diffuse out of the cell.
common_voice_en_21876544.mp3,"After retiring, the Hugo became a radio announcer for the Cuban Winter League."
common_voice_en_22000544.mp3,COx continued Frazier's policies and made a few administrative changes Mhm.
common_voice_en_22015002.mp3,The progressive format did not last at that station.
common_voice_en_22021740.mp3,These were sold through christian bookstores and related outlets.
common_voice_en_22058527.mp3,The integer arithmetic instructions use the integer operate instruction formats.
common_voice_en_22066401.mp3,Council was born in south bend indiana.
common_voice_en_22069033.mp3,The skeleton comes magically to life and becomes terry bubble a live dinosaur skeleton.
common_voice_en_22085337.mp3,A somewhat disjunctive population is found in the Eastern Ghats.
common_voice_en_22093418.mp3,The Formoso High School mascot was Formoso falcons.
common_voice_en_221058.mp3,Three armed tribesmen approached and asked what the boy and the alchemist were doing there.
common_voice_en_22123935.mp3,"Other top 10 hits include Pineapple, Princess Let's get together and more."
common_voice_en_22153672.mp3,Injury prone in college discontinued as he set out his rookie season.
common_voice_en_22169757.mp3,Most acetic acid is prepared by this method.
common_voice_en_22169758.mp3,"Generally, the institute proposes tax increases such as Hawaii's General Excise Tax."
common_voice_en_22236698.mp3,The mayor is elected for four year terms.
common_voice_en_22238303.mp3,The original community of the institute's headquarter in one row of Michigan.
common_voice_en_22243022.mp3,High Overhead A Heaven 40.
common_voice_en_22278592.mp3,Mhm It is named for the Portuguese explorer Vasco da Gama.
common_voice_en_22281828.mp3,The heat experiment is then a body.
common_voice_en_22292203.mp3,"Cable was born in new milford Connecticut, where his father was a farmer."
common_voice_en_22293157.mp3,The doctrinal basis contains what evangelicals perceived as the biblical foundations of Christianity.
common_voice_en_22293250.mp3,"Sylvia wrote, performed and involved herself in various projects."
common_voice_en_22298703.mp3,The episodes are veered in the same way as the comics are released.
common_voice_en_22299614.mp3,He was expelled from the latter for Gross studied and sustained insolence.
common_voice_en_22299708.mp3,In china he passed the Civil Service examination.
common_voice_en_22314806.mp3,"The district had three staffed offices in Hammond, South Bend and four Trina."
common_voice_en_22319685.mp3,The Shadows at like the item and a single greedy but married.
common_voice_en_22400377.mp3,There he begins to discover things for himself and to rebel against his father.
common_voice_en_22443828.mp3,"It allows users to create public chat rooms, send private messages and use emoticons."
common_voice_en_22448486.mp3,Some famous supermarket chains are located outside new york Hill.
common_voice_en_22450047.mp3,This battle between companies is defended on both sides.
common_voice_en_22469350.mp3,The southern part of the county drains into the Canadian River.
common_voice_en_22474517.mp3,At a dance festival in peak experiences various dreams.
common_voice_en_22474530.mp3,"It was designed by ties, longtime collaborator designing team tycoon graphics for traffickers."
common_voice_en_22538758.mp3,Gordon no longer mentions boot laces and the two engines soon talk about trucks.
common_voice_en_22538759.mp3,Sulzberger was married three times.
common_voice_en_22732064.mp3,"Peacock was probably born in Wales and educated at Oriel College, Oxford."
common_voice_en_22748830.mp3,"Horror, in contrast, freezes and nearly annihilates them with this unambiguous displays of atrocity."
common_voice_en_22749688.mp3,mrs Gardner said she thought he put several women together to create the character.
common_voice_en_22758113.mp3,There are successful robot designs mating the two technologies.
common_voice_en_22758618.mp3,"However, his feelings towards the record were largely negative, leaving him depressed."
common_voice_en_22758699.mp3,"The genus includes the important group of culinary herbs, marjoram and Oregon A."
common_voice_en_22777441.mp3,"Well, he was nonetheless eager to express his gratitude to those who assisted him."
common_voice_en_22782853.mp3,The Governor of Research was bribed to transfer the fortress to France.
common_voice_en_22946921.mp3,It was also equipped with a deactivating liquid tank and underbelly spraying apparatus.
common_voice_en_22956489.mp3,Victory failed to live up to napoleon's expectations.
common_voice_en_23354713.mp3,He was later expelled by the Sarah Walk government due to failure to repay debt.
common_voice_en_23378201.mp3,The city inherits a very rich culture.
common_voice_en_23378504.mp3,"More recently, each of these groups tends to be treated as a separate subclass."
common_voice_en_23382844.mp3,Over three quarters of these death occurred in sub Saharan africa.
common_voice_en_23468156.mp3,"Although it was a commercial failure, it inspired scientists and inventors around the world."
common_voice_en_23497701.mp3,Court eunuchs could rise to positions of authority in the Empire.
common_voice_en_23497704.mp3,The text of his speech at ferris Hills can be found here.
common_voice_en_23621630.mp3,The osmosis between art and life is amazing.
common_voice_en_23660440.mp3,"The quantum mechanics, the cube in each study metric, is also known as the poorest metric."
common_voice_en_23720119.mp3,The jewel box cluster is one of the youngest known open clusters.
common_voice_en_23720198.mp3,The design of the present flag incorporates the elements from the two former flags.
common_voice_en_23729833.mp3,ST George's College was founded by the joseph fights as a boy's boarding school.
common_voice_en_23733153.mp3,In the early history of esteban Hanafi doctrine was not fully compliant.
common_voice_en_23734086.mp3,Precipitation is well distributed throughout the year.
common_voice_en_23765268.mp3,The northern boundary of the parish is marked by the River Want.
common_voice_en_23765980.mp3,He was a member of the board of the German Marshall Fund.
common_voice_en_23780248.mp3,One of the names provided is you'll beings.
common_voice_en_23794157.mp3,Mhm Little magically the church accepts the creed of the Evangelical Lutheran Church Yeah.
common_voice_en_23797829.mp3,Burleigh is a residential area.
common_voice_en_23801768.mp3,The villains are mostly ex crooks who want that area of the bridge for themselves.
common_voice_en_23803225.mp3,The waters are fine for kayaking and sailing.
common_voice_en_23803250.mp3,Mission planners were unaware of the existence of the trailers.
common_voice_en_23803612.mp3,"To speak of his death, so regardless, lee wounded her feelings."
common_voice_en_23815710.mp3,"During the scene in mr Renard's hotel room, a bellhop brings him a newspaper."
common_voice_en_23815830.mp3,Energy levels due to impurities deeper in the band gap are called deep levels.
common_voice_en_23820156.mp3,The Saga indicates that the Norwegians were divided into two groups.
