,client_id,path,sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu
863021,d651f6b4070286259b1baf8fddf8f464a0b291897eb6a50b4b106fcfa259c9760e10181f8ae1a09edfd78bdda95d7b2adf7ddc4482a118342b6278f2794e9532,common_voice_en_17567.mp3,Once you get familiar with it you will want to use it for everything.,3,0,thirties,male,hongkong,en,,14,True,False
238602,b914470439d3f7156a500e2b9bd8133dd73a03b874bb2acb1da8afa6115faf36c687ba98c40d3c6d95c10e263d8630030dc476622eadef944120689adbf47f4e,common_voice_en_18441986.mp3,I'm always up before the sun has risen.,2,0,twenties,male,hongkong,en,,8,True,False
792181,4ad9eea58f6dba2b894bdc7ef6b5794133885508a8c18b05bc42e9c6776404434af7e7ee9e735553c788fe1f33def94b3a30ba6158992a02dc47ad75b9e9e934,common_voice_en_22257847.mp3,Organisms typically cannot metabolize all types of carbohydrate to yield energy.,2,1,twenties,male,hongkong,en,,11,True,False
1067329,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17853220.mp3,The pods of peas ferment in bare fields.,2,0,fourties,male,hongkong,en,,8,True,False
1067310,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17816584.mp3,Grasp no more than thy hand will hold.,2,0,fourties,male,hongkong,en,,8,True,False
691025,75bd8280446ee019e500d59497ce7596aadde9fe7e5663782482b90569bb6996cfe58c9ca70ab3479afa0216f88d4216eb3e22951b008e0c0ca024e53a73e4cd,common_voice_en_22245628.mp3,We must therefore conclude that he had no such pretensions.,2,0,twenties,male,hongkong,en,,10,True,False
804874,5bfb0afa2b6f9550666006d7566331d24e50ba12b18226b55b88581a6bf59fbbe68d4ab0229c5bf52dcfd388cbc71d1fea258e11d1e593088ec7d659c84bc320,common_voice_en_21786163.mp3,It has also been asserted that this questions the peer review process.,2,0,twenties,male,hongkong,en,,12,True,False
266087,8a01da2ce2cf621f375f4433876a92adb7f49de8ed7ef3cd8c85207ffa106ff1aade84e7155538fcd0322e7558404ae1302a21d96e9ce97c4d770ff8f5719b20,common_voice_en_214005.mp3,You wouldn't mind living in the nicest house in town.,3,0,thirties,male,hongkong,en,,10,True,False
863210,d651f6b4070286259b1baf8fddf8f464a0b291897eb6a50b4b106fcfa259c9760e10181f8ae1a09edfd78bdda95d7b2adf7ddc4482a118342b6278f2794e9532,common_voice_en_17771.mp3,Before he gets through tonight he'll ruin us all!,4,2,thirties,male,hongkong,en,,9,True,False
1067033,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17787339.mp3,"Not just that, I have a feeling I'll be helping you track down your wayward researcher as well.",2,0,fourties,male,hongkong,en,,18,True,False
1067151,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17799199.mp3,All cats are grey in the dark.,2,0,fourties,male,hongkong,en,,7,True,False
247836,742c01cb86c95616c9b91ae396781b73f9829c0e021581aa4e0c89fd945c67ba08fc77a998458ddfab56cc5569426ffd779148c20f6709fa29a8287a2d5279c5,common_voice_en_23786951.mp3,"Nowadays, there are hydroelectric power stations in use.",2,1,twenties,male,hongkong,en,,8,True,False
1067274,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17816540.mp3,Sarah told him that she was there to see her brother.,2,1,fourties,male,hongkong,en,,11,True,False
577846,43be1637c6418a0b22afb56b7873efe03fb95e779286684057288c02fa6dc6c27bd35f73208129fd5d9f1ba3d99124eac73a8fcb4a2e58815c0c654d96c7ba77,common_voice_en_23383929.mp3,The Ocklawaha Hotel catered to the wealthy.,2,0,twenties,male,hongkong,en,,7,True,False
447441,ec9a2ef40355c30dd08e7d295a779194c8dab398cb1e016b0203239ec4b34a8765df848bbdb2b49968b1e3091416aba18a47af0e3c0d969079cf6a9753748542,common_voice_en_22449599.mp3,His great-granddaughter Margaret Biddle married Thomas Biddle of the Biddle family of Philadelphia.,2,0,thirties,male,hongkong,en,,13,True,False
1066995,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17782884.mp3,"Doctor, we have a medical emergency, and we need you at the emergency room now.",2,0,fourties,male,hongkong,en,,15,True,False
624043,f39e529cd0b67be8376063c0c155c3db8a6d7231dcfc4488d75dcaaccf90b884dbe6018dc6e2bda77d9eac49b419572a2e53ea4c4ca9e21302a42d6ff4748195,common_voice_en_219297.mp3,These sausages are extremely tasty.,2,0,fourties,male,hongkong,en,,5,True,False
863137,d651f6b4070286259b1baf8fddf8f464a0b291897eb6a50b4b106fcfa259c9760e10181f8ae1a09edfd78bdda95d7b2adf7ddc4482a118342b6278f2794e9532,common_voice_en_17693.mp3,And I'm going to build things.,3,0,thirties,male,hongkong,en,,6,True,False
768024,dc83d61cebf288260073ed87d73e6e998e94524f18a705821702ea7f25f5c647e9f046079a1acb1d1bdff02c6ddb1931b90241d80bf06277c59d71e9caec1ce1,common_voice_en_22378001.mp3,"""I started my family from scratch again,"" he said.",2,0,twenties,male,hongkong,en,,9,True,False
1066894,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17776695.mp3,"The little girl wanted to have a balloon, but was too shy to ask.",2,0,fourties,male,hongkong,en,,14,True,False
1066973,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17782223.mp3,I am supposed to be here.,2,1,fourties,male,hongkong,en,,6,True,False
1067360,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17860946.mp3,Home is where the heart is.,2,0,fourties,male,hongkong,en,,6,True,False
691023,75bd8280446ee019e500d59497ce7596aadde9fe7e5663782482b90569bb6996cfe58c9ca70ab3479afa0216f88d4216eb3e22951b008e0c0ca024e53a73e4cd,common_voice_en_22245624.mp3,"The site is owned by ""The Chronicle of Higher Education"".",2,0,twenties,male,hongkong,en,,10,True,False
577827,43be1637c6418a0b22afb56b7873efe03fb95e779286684057288c02fa6dc6c27bd35f73208129fd5d9f1ba3d99124eac73a8fcb4a2e58815c0c654d96c7ba77,common_voice_en_23377199.mp3,"Although she is beautiful, she would rather be with the horses than with men.",2,0,twenties,male,hongkong,en,,14,True,False
386850,339647b88a29e4ff5b90afbc3299bf122defa58356bd00fa4944eb6649768deaffacf001aa301280d622576280ab1d98972d64e94bbe1feacafc075eed325cb3,common_voice_en_22378145.mp3,"If there is evidence of failure to disclose, yes, we have a problem.",2,0,twenties,male,indian,en,,13,True,False
278014,6c05cd768fefe30a6492579763d51fab9c8d2f95c8da898df613b56c42114b92ec2112c5c37bb2da154b1aca8d59f229b14a0a05e5e076e77ebddc7529674a9a,common_voice_en_18733683.mp3,"The sign is normally pronounced ""plus or minus"".",2,0,twenties,female,indian,en,,8,True,False
749755,f8bc4930fa0332c032a77c1cc68c287d63bd23a87d9e5bb0d9d40a2f4c44f538ee845486ee9af1ba5611d93329a9fc9f8ef43f225b643c54868a4e7a9b4804ca,common_voice_en_19437194.mp3,Meanwhile Win Chadha also died.,2,0,thirties,male,indian,en,,5,True,False
578989,965377be8c22a326b717cb3467ffce6b873085e0812627706f50df5be8a5903a17cf9786170baf694b38956a2eb9a2efa6eb147a4ff2c6d2cfc95de9c64f860a,common_voice_en_17520264.mp3,Where is my dress?,2,0,twenties,male,indian,en,,4,True,False
449566,59c0c06aca647eb6f882f94eadf9cd765d137dc38d2cfb5e929f1bfe2a43f5f5440472cfe9b3889e1f0ffc8d7d5a67974184d3b53c6eee95aba028eb3b89dc01,common_voice_en_155227.mp3,Benjamin was snacking on strips of bacon.,2,1,teens,female,indian,en,,7,True,False
1178983,8d0a6af00251fed0765ac4e1c38eedd96cceaf8f86c4caa1c86ea8766ac4dbdb216203a66ba738c87310981edf87041aa09e16b273edb64e58cb6083a3cadaaa,common_voice_en_22292169.mp3,The Quakers have a Meeting House on the Lower Churchtown Road.,2,1,twenties,male,indian,en,,11,True,False
212267,560977590d6ae5093d95cb2588b9915627b2adc02a81acac3ff6ff0e5535325a8f205243e7626802796e6bc3c0778bf85afad26c662d4a525ccc4ef24b8b22a3,common_voice_en_18733300.mp3,Musically we were going to meet each other half way.,2,1,twenties,male,indian,en,,10,True,False
1117146,63e2659d2ae278fc14fcbce9bfba6788171021fe287d6c6c2b7eca3f55a579cab25cb013c02e6adc0e858b703296b56bdc0d06ce20ab414501766c8badecbf9c,common_voice_en_21721575.mp3,Surveys are just like a platform where good and bad estimations are mingled together.,2,0,thirties,female,indian,en,,14,True,False
223683,67b5ad57dfb700158ec49b4a987a9d6241638736d4c027c6f9c15d3b137ad15751193acede03c48fb9f7420d4302277b34c0665170a818df1c77f1a089796d2e,common_voice_en_21362374.mp3,Emory has numerous club sports and a variety of recreational and competitive intramural teams.,2,0,teens,female,indian,en,,14,True,False
726500,5f8df2fe6dc1c68a5efa92f742f2e4f6da805be996b75e00b04aa054331ca922136abc20c091df245a498e46d3a168039794663e27b50f6a0728bf83ad94fe2e,common_voice_en_20735452.mp3,A colour version of the music video was later made available.,2,0,thirties,male,indian,en,,11,True,False
502410,707005144e866f6383460f6fc2ee21a884ecf296a97c307e2154f45fd3b09c829de097561b12bb8237a4c9c559974f06be65a6be9cd1ed934316dc2c8f4b9aa3,common_voice_en_19953596.mp3,Emma's going away immediately after tea might give offence.,2,0,twenties,male,indian,en,,9,True,False
700412,85d977a4b1a4a4909788ffe3238dbad6bb962a6fcfdba097534db5eb9781ccf7068a54554308e4ac0975bdd3aa3a7a0d9152f0f4519b874ca605d1fbbcb3e5dd,common_voice_en_18946831.mp3,Valentine sits on the boards of several organisations in the United Kingdom.,2,0,thirties,male,indian,en,,12,True,False
139891,f0bc1ce473f1ae130eea92ac47b4e68187205d4e75d0562070da68c8138d290dd049b29ae20ac3345692452abaf230f21f46c630139e693ee44518eaede93a18,common_voice_en_109349.mp3,She spent almost all night finishing her thesis.,2,0,twenties,male,indian,en,,8,True,False
686407,72692cfb7c9c67fc3f077597bb1ee8a9b85ed6c6b4d103f5c8a45aa1b5088ec33acbd46e7d130992c24b15fa60ff8ae3137bf7c28863a30637f1c50178ee6c5b,common_voice_en_23541654.mp3,Gold- and silversmiths as well as copper engraving and lithography flourished.,2,0,fourties,male,indian,en,,11,True,False
357790,73f9f5e27501766d0df9c8ede1273c6d4b8af941aa6ce5b587811ca324c1efa1ef8def54d3f7350032f0f4f88db724d12b9fc90b902035a8933b95b068ae09ad,common_voice_en_19477209.mp3,Claudius returned to Rome after the battle to attend to affairs of state.,2,0,twenties,male,indian,en,,13,True,False
546756,bc2636c9ecc91bea673691dd8783c6d89335c2da6b5264c9486dd2968a23e5b3b7f7b3b2eb3b24f8b219c7e36587c8ea8dab61ec6b9ef37dfe285e1b914cb105,common_voice_en_17276740.mp3,"He's a regular and he's connected, but then I expect you knew that much already.",3,0,twenties,male,indian,en,,15,True,False
1226400,e2b25b63d51bc81dc2c9a756699f1535212beb8c61b684eae202243d5dbfd4efb2a7fabe022f1d7458169ad56cebd5da6c5cd935d2fd29ed9dfb192934e4f223,common_voice_en_22447951.mp3,His career spanned more than fifty years.,2,0,twenties,female,indian,en,,7,True,False
1055328,ec293248c910c28091014fec13d47bb69cc84f0b265ad0536d7e39390f3de510ab879fa3c23797defe85d8c846a4e148c971e28da6a90a647a9bc37eb03362bc,common_voice_en_120091.mp3,"It was seen early in the morning, rushing over eastward.",3,0,thirties,male,indian,en,,10,True,False
582002,8d9fd2fa5750e5ac813b4dd464af722e2fd45159eca7776b13dad69c8ac259c2cca6cbccd07e6f832a9628e2dae162003e3694879ba3cdffc48378d46e851196,common_voice_en_22670212.mp3,"The Amazons were attributed to the Circassians via the root ""maze"".",2,0,twenties,female,indian,en,,11,True,False
905666,aafcf290f4457fbbc54f1b3b36ee7002ab48845144fef47a9b834508f1ce69ea3c537edf9eb148b4c93d30e581b821711e96405a8bf6ef8b163882e7d0a45c5a,common_voice_en_23627830.mp3,"""Shining Force"" also possesses an exploration mode that occurs outside of battle.",2,1,twenties,male,indian,en,,12,True,False
1136849,9278d9c59a1d87fa8315100f59c822e7dd7537485a51f9c4cc1d41779bd809447f40d1e83cfe650166cf37f6fab9c8f01322c5cb050c199e70e619cf8e7e3ef0,common_voice_en_21476599.mp3,"They are part of the Sawa ethnic groups, those who live on the coast.",2,0,thirties,male,indian,en,,14,True,False
759014,57e30d78bf216f961563ed55a1e27b87021cc509c6fea2e7a2420af69ff9ed6232d21ab41d09af05be53543e60aa9408ba118f01798ae65b14290dae73efdefd,common_voice_en_18666500.mp3,It is the biggest telescope in the world.,2,1,twenties,male,indian,en,,8,True,False
1179430,8d0a6af00251fed0765ac4e1c38eedd96cceaf8f86c4caa1c86ea8766ac4dbdb216203a66ba738c87310981edf87041aa09e16b273edb64e58cb6083a3cadaaa,common_voice_en_22312599.mp3,You can pay with both escudos and euros.,2,1,twenties,male,indian,en,,8,True,False
924443,55059aaa3ae7bab6ff1f1cb38ff963ec9acf2292b465e39c3390523edb154c5c745a558e15ca86b3d281b520433a953d31036a3a91af9369633d7db9dd3c8077,common_voice_en_22772596.mp3,In one match the Gentlemen had eighteen and in two more seventeen.,2,0,twenties,male,indian,en,,12,True,False
1000834,0d071699a4ef1a3005c14702b6c72ec80b55032a96bd2aab4b5a321307c9929352bdbbc21de6c2fb605d72a6921550e2edefab042ad6467c35cf7e815204d38e,common_voice_en_13813670.mp3,The newspapers demanded democracy.,2,0,twenties,male,indian,en,,4,True,False
511020,fb6590d7e9616862d1deb05280b251fa147eaa78375eff8ba9fec5be1918a626725c49c38e9e294d92861c52b327144b823bd43e821d4cd3a55ad7b8d1485a7e,common_voice_en_18427495.mp3,We're going to Paris for our honeymoon.,2,0,thirties,male,indian,en,,7,True,False
251165,b0f8a269a97eceebd2c39ac2390569b775de4e584d3c7c64965308460ef52ef56d2e43f9c105de3b50194069e130bb627d566628b5ad9bcb26fd57fd751d1c91,common_voice_en_17247726.mp3,"The more you read, the better you will be understood.",2,0,teens,male,indian,en,,10,True,False
867640,6f45246868d4351377f611607f858ff135810b3b7d86d8de7778f039630580a7e10a5d8e7b6adc27ef22629a0ea5b8924098b0a9be78ea630e6e8b23ddbfea0b,common_voice_en_19201294.mp3,A walking path surrounds the whole complex.,2,1,twenties,male,indian,en,,7,True,False
400754,d3ee18613851faa3e0a202e30020b6d362e3670a1533bdb301b1adf01c945b5e9a3c9d60cecaeec21d51ecb9670b9cb006b41289348de848b3051905e47fdb75,common_voice_en_17779740.mp3,"Most people using the term ""exponentially"" don't know what it actually means.",2,0,twenties,male,indian,en,,12,True,False
432635,8ca02df62d55bc3cf7cba0dd83a827ffdf4a6c72e5ca7d784070196d9a1f00b86dd70138c1106bf380c7a14e7366b3021db434fdea45d028aaa0bee8b5d2af69,common_voice_en_17392884.mp3,"Words are, in my not-so-humble opinion, our most inexhaustible source of magic.",2,1,twenties,male,indian,en,,12,True,False
1189899,f7d8f4abf2d3cb896c6b0ba2a6aa4349097000d1306b8220f56bad6f1018c0b1f7fbb3986dd433ce33d76f33cda7dcc213b306ddedab44d2b247ffb4863e9248,common_voice_en_22321100.mp3,"The couple had one son, Mario.",2,0,twenties,male,indian,en,,6,True,False
357783,73f9f5e27501766d0df9c8ede1273c6d4b8af941aa6ce5b587811ca324c1efa1ef8def54d3f7350032f0f4f88db724d12b9fc90b902035a8933b95b068ae09ad,common_voice_en_19459011.mp3,"Alcohol, tobacco, coffee and tea were prohibited, as in many Latter Day Saint denominations.",2,0,twenties,male,indian,en,,14,True,False
542673,ba0a9971862447784ecaa79c69a3affca267eb50adc1f0ef51d6ee21027b7a9384c22e4722155a3fcd1030afabb50290b7b9d9d4ff0d9acc8372c6ce7ea99955,common_voice_en_179975.mp3,I know very well what you're talking about.,2,0,twenties,female,indian,en,,8,True,False
1227080,e2b25b63d51bc81dc2c9a756699f1535212beb8c61b684eae202243d5dbfd4efb2a7fabe022f1d7458169ad56cebd5da6c5cd935d2fd29ed9dfb192934e4f223,common_voice_en_22687296.mp3,Such brilliant tactical success earned him a permanent place among Korea's most famous leaders.,2,0,twenties,female,indian,en,,14,True,False
1117586,63e2659d2ae278fc14fcbce9bfba6788171021fe287d6c6c2b7eca3f55a579cab25cb013c02e6adc0e858b703296b56bdc0d06ce20ab414501766c8badecbf9c,common_voice_en_21764414.mp3,The engine gave about six horse-power.,2,0,thirties,female,indian,en,,6,True,False
672090,ffe42ace6c59c49eb8fa47ee7a3434965e16a8da81a4a084a2c35f83ac2153f30915662af26623b24a8ba3e49089565f150e20743017929e034819f7aacfeaea,common_voice_en_18685062.mp3,"Chespirito owned the rights to ""El Chavo"" and ""El Chapulín Colorado"".",2,1,twenties,male,indian,en,,11,True,False
774103,162c15fe262e6e9035fd0916077d3ce0a5c487e385c4c0b13292db1f7e074e6ed2da1848ee20f59b55b87709c7669de36d614a0e167bf7b8dd7e8fad6535fedd,common_voice_en_19023271.mp3,"On basis of the report, a global tender was floated.",2,0,thirties,male,indian,en,,10,True,False
806715,e396ac045c1bd393572305735e108dd73f4fcb0da0973826fee46a09c075fded4094e5f55e8682718fe260285a5ccbe080a5a978c005a1a79f2a35f4899a4165,common_voice_en_22448659.mp3,Its E minor soprano solo is prefigured in Weronika's final performance.,2,0,twenties,female,indian,en,,11,True,False
723450,a948bd8800a37e8c9237742ea8fbf963fc55cde5089d0201d89e192ee6a6b6a008fa2d0fef35dda1bc084df35e922180caf0043563713c0a5da14d1343d15b61,common_voice_en_23702810.mp3,Services are scant along this road.,3,1,twenties,male,indian,en,,6,True,False
954160,551d5ea36eb46269c7a7710255ff0cab38e68cd8360ad3d7b3c566e71573c778819d6d1161422130875f138f6caf9bf7e29c972fbf0bf5352ab63029a7dce8f7,common_voice_en_18577158.mp3,I'm going to medical school.,2,1,twenties,male,indian,en,,5,True,False
494608,bd40057da2ff758fe7e83ff2a5df39720e7cdeb849c98fc79d4c0477e40980a3753884142e86a317050154bb952a71585846097b2d622470ba0dead29e7225d0,common_voice_en_17704589.mp3,Have you the key?,2,0,twenties,male,indian,en,,4,True,False
1055541,ec293248c910c28091014fec13d47bb69cc84f0b265ad0536d7e39390f3de510ab879fa3c23797defe85d8c846a4e148c971e28da6a90a647a9bc37eb03362bc,common_voice_en_17251288.mp3,Do you like fruit?,2,1,thirties,male,indian,en,,4,True,False
67063,db9a00e053cbcc3bd36bff7b02911e191c6f03d1cefb72a6f1ecd9accf9e5c981fa0ad3f7cec960a2d5103684eca6fce49e73c3d524f04bd3e3dc2b5afdf0af3,common_voice_en_19760554.mp3,"Ignoring these orders, the Marines continued to resist.",3,0,twenties,male,indian,en,,8,True,False
1137163,9278d9c59a1d87fa8315100f59c822e7dd7537485a51f9c4cc1d41779bd809447f40d1e83cfe650166cf37f6fab9c8f01322c5cb050c199e70e619cf8e7e3ef0,common_voice_en_22781009.mp3,"Ordering is approximate, as there is considerable overlap.",3,0,thirties,male,indian,en,,8,True,False
1055392,ec293248c910c28091014fec13d47bb69cc84f0b265ad0536d7e39390f3de510ab879fa3c23797defe85d8c846a4e148c971e28da6a90a647a9bc37eb03362bc,common_voice_en_17250950.mp3,"When there's a loss of cabin pressure, oxygen masks will automatically drop down.",2,0,thirties,male,indian,en,,13,True,False
277935,68a25a93fba9817e8626202f5ea8e40ae08186cc8f4546907e0786d19e47588c03c9eb839cefe3f9244491a4c2cd696d2c8f93293cb73492b5c9b0b02bfb1691,common_voice_en_18242582.mp3,Ignorance is bliss.,2,0,twenties,male,indian,en,,3,True,False
820059,12b67bfec1a44e770b3c512bc90f15bc96336b03815d41060111e968132dd1480a8e1840e6cf5639baabccbe777c70aada116444f84ca759b38e3e56a25ebaad,common_voice_en_21846409.mp3,Development of tametraline was soon stopped because of undesired stimulant effects observed in animals.,2,0,twenties,male,indian,en,,14,True,False
1207719,7992ee59c8a9af9b74fd6f0cc12eaee3da35f588ff19c8859c39fb46d64da542518c2cbe3f8d7657ed6838f721781f9bbb0c82bc15bf31fb662c88b124ba6494,common_voice_en_22331768.mp3,"More double-length legs were shown from seasons seven to ten, fourteen.",2,0,twenties,female,indian,en,,11,True,False
1189954,f7d8f4abf2d3cb896c6b0ba2a6aa4349097000d1306b8220f56bad6f1018c0b1f7fbb3986dd433ce33d76f33cda7dcc213b306ddedab44d2b247ffb4863e9248,common_voice_en_22321420.mp3,The Chargers placed him on injured reserve after he had season-ending surgery.,2,0,twenties,male,indian,en,,12,True,False
1088684,36f5af261041e42136d41ee476c8744fbac8f3f72225c9fc967af17fa50309a1506cbfb316cdd5363cc2ca1f7d05d16e6cb3590f36fd0bc4eef30d313e36968b,common_voice_en_23606150.mp3,South Lincolnshire Enterprise Agency was based there.,2,0,twenties,male,indian,en,,7,True,False
580292,e314cedfbcc6ecb09f01f6a40efc9a62d7151470bacb06b97a7bd2c1278fc37115705badd576dee2245cf1543f2323efe0eb6a82677703558ca831c0b38638a0,common_voice_en_119023.mp3,The boy felt ill and terribly alone.,3,0,twenties,male,indian,en,,7,True,False
372248,fb1abd9810ec848e107776342975235c08f082f967c99ce738cb9894ab96f4d6414ee106eaaa4451bccfe3070befb7ce8231898a55d5197f06bc374af5130eec,common_voice_en_19783246.mp3,He has a degree in law from the National Autonomous University of Mexico.,2,1,twenties,male,indian,en,,13,True,False
806802,e396ac045c1bd393572305735e108dd73f4fcb0da0973826fee46a09c075fded4094e5f55e8682718fe260285a5ccbe080a5a978c005a1a79f2a35f4899a4165,common_voice_en_22448885.mp3,Sid's girl-chasing persona was fully reinstated for subsequent films.,2,1,twenties,female,indian,en,,9,True,False
758969,57e30d78bf216f961563ed55a1e27b87021cc509c6fea2e7a2420af69ff9ed6232d21ab41d09af05be53543e60aa9408ba118f01798ae65b14290dae73efdefd,common_voice_en_18666216.mp3,"After many years of failed promises, investors began to feel disillusionment.",2,0,twenties,male,indian,en,,11,True,False
701272,dcf645b5faf7fb059c2a4d367382f51b4d057628739c270bf18ad853c4aaa3c6e30fdbb73530182f3aa7af2669d519b7628dc36125da24502e4a2048106d4c1c,common_voice_en_18075506.mp3,Elena will be late.,2,0,twenties,male,indian,en,,4,True,False
922100,45d83f95f499363091cf929eb6c1f08cf8ec52656b2e74eccfb54a79b405d0bf2f8ef65f7b8d8757ddb62dc382d73371dc75495a5318c3608aa2e35f7bbb0176,common_voice_en_18675626.mp3,At the time the Grand Mosque was being renovated by the Saudi Binladin Group.,2,0,thirties,male,indian,en,,14,True,False
1018195,29ca16eb2c0faea0be0ad73b5d826f5e81dc6fd4acfa9241a002b5d3619fd51c5b00b009e7b98b50caa5829f8a96697d5942b120749ee63a5d637c632bd0f7bc,common_voice_en_22047623.mp3,In many cases it can be seen via gonioscopy.,2,0,thirties,male,indian,en,,9,True,False
1088235,36f5af261041e42136d41ee476c8744fbac8f3f72225c9fc967af17fa50309a1506cbfb316cdd5363cc2ca1f7d05d16e6cb3590f36fd0bc4eef30d313e36968b,common_voice_en_23524805.mp3,Within each ascocarp are several asci.,2,0,twenties,male,indian,en,,6,True,False
953810,c2369f2ab0cc3df0539b41a29c843aa8eb89b3a8e561ac36979c7dc2b2d557562162ca2ff58733c03b12f427b545435d50164272d26e4e5a395fa4ccc188d18d,common_voice_en_21767765.mp3,Many financial institutions have regional offices located in downtown Greenville.,2,0,teens,male,indian,en,,10,True,False
799324,26c7c4032c9e6f86d9f988007acbeb7ada8963f7d9fe50a995be5707f8b56a46129e878adebdf7ba0024ed91cf5c1346cebd59ff836238cf6be2ddd48ccaaa72,common_voice_en_134510.mp3,And a new contract goes with it.,3,0,thirties,male,indian,en,,7,True,False
808090,ce4cb565402b68ffd5c702f85cde73187380a0bd071884343932be3fb24c0fb5e48cd0b1662e76907ac489e6ff63d7b7477ed97ab2c0214436e1acf4012cf770,common_voice_en_19311641.mp3,The red flowers are attractive to hummingbirds and butterflies.,2,0,twenties,male,indian,en,,9,True,False
1227256,a1881aa7f5c8a03355c575c40251b3a2a987a6c86522bc77acb556a0267e5190bc3778424c9846f9e73c372fd67fc131c84fd484e072d72c15e29e59606d9c92,common_voice_en_23308838.mp3,"At the party, McPherson arrests Laura for the murder of Diane Redfern.",2,0,twenties,male,indian,en,,12,True,False
1178918,8d0a6af00251fed0765ac4e1c38eedd96cceaf8f86c4caa1c86ea8766ac4dbdb216203a66ba738c87310981edf87041aa09e16b273edb64e58cb6083a3cadaaa,common_voice_en_22290484.mp3,These measurements are used to define gravity anomalies.,2,1,twenties,male,indian,en,,8,True,False
924630,55059aaa3ae7bab6ff1f1cb38ff963ec9acf2292b465e39c3390523edb154c5c745a558e15ca86b3d281b520433a953d31036a3a91af9369633d7db9dd3c8077,common_voice_en_22793238.mp3,Its members get no payment for expenses incurred and time spent at emergencies.,2,0,twenties,male,indian,en,,13,True,False
806770,e396ac045c1bd393572305735e108dd73f4fcb0da0973826fee46a09c075fded4094e5f55e8682718fe260285a5ccbe080a5a978c005a1a79f2a35f4899a4165,common_voice_en_22448776.mp3,But still it was a huge step forward for education in Russia.,2,0,twenties,female,indian,en,,12,True,False
457619,0e7fbde9694790f3596cc1809456aa472a0c51d0b1181b71f20e333a7fe6f98a7e19a0e3ad75a76d6edb4c2e28f67b9f2b07e59d00c2407bc22a30bb3827368a,common_voice_en_19312665.mp3,The Swiss nicknamed him The Rock.,2,0,twenties,male,indian,en,,6,True,False
69386,f1d37b4d04ab1e7fc83d9a511a94f732378c88ba7388d0d887360a279f45080f117db1b31e43f8f9565026dd8cff7f0dbebb9cd326fe451c2e79bae8c0de12a4,common_voice_en_20603296.mp3,"Via the Saint Francis River, it is part of the Mississippi River watershed.",2,0,twenties,male,indian,en,,13,True,False
1084161,8f7e0c1a745bde3b6375473b87b997d5f687a8a0d9c28a96b8fd9b2db97634c0c09607da808a8e8a08588137234ce63b8a9e537fd15117628bc7cfca6ae12059,common_voice_en_23663324.mp3,Syntopy is a special case of sympatry.,2,0,twenties,male,indian,en,,7,True,False
1047894,091b9c61a534e512d2a79ff45e6c5a0bd69aaf29f94e3a291020b76f915a91a19a360baf9f0adef09ff5526250fe490bf874b00b4d1c0176582ef78469d5e422,common_voice_en_17776526.mp3,"Please, be humble.",2,0,twenties,male,indian,en,,3,True,False
652679,faf494c0449569f73ce8fbf6f578d5d3f9579213057946a5f788b850a51d62312c3dca954af944d4264e0524d87d938ddf4b0dac73dae7f92e3d5f5cb84c4195,common_voice_en_19758351.mp3,You can also buy single issues directly from Mslexia and on their website.,2,0,fifties,male,indian,en,,13,True,False
1011911,147cef3bfa8142de3dc7a5b62947206656eb1abe9723c9093ef0f4b38475c7e60cbee28ae05cc7df663e39a08f466a48aa704b0c55bb6f39aa4a2d3da6d57ca0,common_voice_en_22127487.mp3,The oldest settlements in Fairfax County were along the Potomac River.,2,0,twenties,male,indian,en,,11,True,False
