sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu,filename,transcript,confidence
This is also a pragmatic view adopted by a number of scholars.,2,0,thirties,male,england,en,,12,False,True,common_voice_en_21359215.mp3,is ultra pragmatically you allowed to buy a number of Scholars,0.7047328352928162
As well as at least four unnamed family plots.,2,0,twenties,female,england,en,,9,False,True,common_voice_en_20175145.mp3,as well as at least or a named family plots,0.8992193341255188
Most broadcasts are only a few minutes to a few hours at a time.,2,1,twenties,female,england,en,,14,False,True,common_voice_en_19017444.mp3,best podcasts at only a few minutes to a few hours at a time,0.8603144884109497
"No roads were ever built, and no earthworks or materials were ever bought.",2,0,thirties,male,england,en,,13,False,True,common_voice_en_18993276.mp3,the roads were ever built and no us Luxor materials whatever bought,0.7727259993553162
"‘I dare say it will,’ replied his friend dryly.",2,0,fifties,male,england,en,,9,False,True,common_voice_en_19638712.mp3,,0.0
"In continental Europe, ""Letters"" proved equally popular.",2,0,twenties,male,england,en,,7,False,True,common_voice_en_19653084.mp3,in Continental Europe letters proved equally popular,0.9585791826248169
A soundtrack was released by Universal Music Group.,2,0,thirties,male,england,en,,8,False,True,common_voice_en_20179040.mp3,what soundtrack was released by Universal Music Group,0.9174014925956726
He's a fanatic.,3,0,fifties,female,england,en,,3,False,True,common_voice_en_142201.mp3,he's a fanatic,0.9671348929405212
That would be funny if he did.,2,0,thirties,male,england,en,,7,False,True,common_voice_en_18165270.mp3,that would be funny if he did,0.9696148037910461
Where'd you get it?,2,0,seventies,male,england,en,,4,False,True,common_voice_en_107507.mp3,where'd you get it,0.9111138582229614
Fans of Johnny Mathis can thank Mr. Livingston for All The Time among others.,2,0,sixties,male,england,en,,14,False,True,common_voice_en_20313133.mp3,fans of Johnny Mathis can thank Mister Livingston for all the time among others,0.8564625382423401
I lost them last Thursday.,2,0,fourties,male,england,en,,5,False,True,common_voice_en_18128676.mp3,I lost the last Thursday,0.9294620752334595
The city inherits a very rich culture.,2,0,twenties,male,england,en,,7,False,True,common_voice_en_23378201.mp3,the city inherits a very rich culture,0.9790095686912537
Dances are often accompanied by the contrabass or the guitar.,2,0,thirties,male,england,en,,10,False,True,common_voice_en_19753210.mp3,dances are often accompanied by the contrabass or the guitar,0.8931626081466675
The integer arithmetic instructions use the integer operate instruction formats.,2,0,twenties,male,england,en,,10,False,True,common_voice_en_22058527.mp3,the integer arithmetic instructions use the integer operate instruction formats,0.9616435766220093
Sliced cabanossi is also a popular pizza topping.,2,0,thirties,male,england,en,,8,False,True,common_voice_en_21655964.mp3,sliced caponata is also a popular pizza topping,0.9027947783470154
She lives the same life still?,2,0,twenties,male,england,en,,6,False,True,common_voice_en_18606766.mp3,to live the same lifestyle,0.6050850749015808
Precipitation is well distributed throughout the year.,2,0,fourties,male,england,en,,7,False,True,common_voice_en_23734086.mp3,precipitation is well distributed throughout the year,0.9876289963722229
Many of his outdoor nudes were painted there.,2,0,thirties,male,england,en,,8,False,True,common_voice_en_21419594.mp3,many of these outdoor nudes but painted.,0.8930336833000183
That's why I want you to continue toward your goal.,2,1,thirties,male,england,en,,10,False,True,common_voice_en_155752.mp3,that's why I wanted to continue towards your goal,0.8712410926818848
"Three armed tribesmen approached, and asked what the boy and the alchemist were doing there.",3,0,twenties,male,england,en,,15,False,True,common_voice_en_221058.mp3,three armed tribesmen approached and asked what the boy on The Alchemist with doing the,0.8769614100456238
So how will we name all these hurricanes?,3,1,twenties,male,england,en,,8,False,True,common_voice_en_153111.mp3,they Halloween a movies Harkins,0.6440131068229675
"In the country of the blind, the one-eyed man is king.",2,0,sixties,male,england,en,,11,False,True,common_voice_en_18247065.mp3,in the country of the blind the one-eyed man is King,0.9876289963722229
"Elsewhere, the track was elevated - frequently over long distances - on timber pilings.",2,0,thirties,male,england,en,,14,False,True,common_voice_en_19953873.mp3,elsewhere at the track was elevated frequently over long distances on Timber pilings,0.8698186278343201
He carried two dead hawks over his shoulder.,3,0,teens,male,england,en,,8,False,True,common_voice_en_103233.mp3,Hikari to does Hulk serve his shoulder,0.7705851793289185
The progressive format did not last at that station.,2,1,twenties,female,england,en,,9,False,True,common_voice_en_22015002.mp3,"the progressive, did not last at that station",0.9236852526664734
The district is centered on Huntington Beach.,2,0,twenties,male,england,en,,7,False,True,common_voice_en_19090338.mp3,the district has centered on Huntington Beach,0.8430323004722595
The economy of Asakura is primarily based on agriculture.,2,0,twenties,female,england,en,,9,False,True,common_voice_en_19062865.mp3,the economy of a Sakura is primarily based on agriculture,0.8836548924446106
"What is it, dear?",2,0,teens,male,england,en,,4,False,True,common_voice_en_17266990.mp3,what does it do,0.9650211334228516
Did he recede from his position?,2,1,sixties,male,england,en,,6,False,True,common_voice_en_18466177.mp3,has he received from his position,0.8398041725158691
"A line that is decreasing has a negative ""rise"".",2,0,fourties,male,ireland,en,,9,False,True,common_voice_en_18721552.mp3,I like this is decreasing has a negative rise,0.7658072113990784
The character is usually depicted as an enemy of the X-Men.,2,0,fifties,female,ireland,en,,11,False,True,common_voice_en_21224864.mp3,the character is usually depicted as an enemy of the X-Men,0.9564579129219055
I'm sorry it's impossible.,2,0,thirties,male,ireland,en,,4,False,True,common_voice_en_178647.mp3,I'm sorry it's impossible,0.9846453666687012
There ain't any more.,2,0,thirties,male,ireland,en,,4,False,True,common_voice_en_178689.mp3,there ain't any more,0.9097645282745361
Gran Canaria has roads encircling the whole island and extending into the mountain areas.,3,0,fourties,male,ireland,en,,14,False,True,common_voice_en_20150272.mp3,Gran Canaria has Rose and Sarah cleaning the whole island and extending into the mountain areas,0.8351150751113892
The Imperial Army imposed strict censorship.,2,1,thirties,male,ireland,en,,6,False,True,common_voice_en_19944007.mp3,the Imperial Army impose strict censorship,0.9076077938079834
It's all about dates.,2,0,fifties,female,ireland,en,,4,False,True,common_voice_en_21101413.mp3,it's all about day,0.8360293507575989
My stupor can scarcely have lasted beyond a few seconds.,2,0,fifties,female,ireland,en,,10,False,True,common_voice_en_21224752.mp3,my stupor can scarcely have lasted Beyond a few seconds,0.9272993803024292
The chair lift took them up the mountain.,3,0,thirties,male,ireland,en,,8,False,True,common_voice_en_179080.mp3,the chairlift pick them up the mountain,0.7435111999511719
"Gordon no longer mentions bootlaces, and the two engines soon talk about trucks.",2,0,thirties,male,ireland,en,,13,False,True,common_voice_en_22538758.mp3,Gordon no longer mentions boot laces and the two engines soon talk about trucks,0.8986441493034363
They say it's a fake!,2,0,thirties,male,ireland,en,,5,False,True,common_voice_en_178722.mp3,they say it's fake,0.9814527034759521
Agriculture is the main economic activity.,2,1,twenties,female,ireland,en,,6,False,True,common_voice_en_19674018.mp3,culture is the main economic activity,0.9179564118385315
Where did you find that apple?,2,0,twenties,male,ireland,en,,6,False,True,common_voice_en_17252662.mp3,where did you find that apple,0.9578548073768616
"You will bring these persons before me, this afternoon.",3,0,twenties,male,ireland,en,,9,False,True,common_voice_en_19665853.mp3,you will bring these persons before me this afternoon,0.8493709564208984
I'm literally a flying pony.,2,0,twenties,male,ireland,en,,5,False,True,common_voice_en_18212861.mp3,I'm literally flying pony,0.9050053954124451
A symphony.,2,0,fourties,male,ireland,en,,2,False,True,common_voice_en_18121610.mp3,a symphony,0.9895583391189575
The northern boundary of the parish is marked by the River Went.,2,1,twenties,female,ireland,en,,12,False,True,common_voice_en_23765268.mp3,Northern boundary of the Paris is marked by the river one,0.8764687180519104
These were suitable for engaging fast torpedo boats.,2,1,fourties,male,ireland,en,,8,False,True,common_voice_en_19777401.mp3,these are suitable for engaging fast torpedo boats,0.95364910364151
The capital of the present date nation state of Akyem Bosome is Akyem Swedru.,2,1,fifties,female,ireland,en,,14,False,True,common_voice_en_20870824.mp3,the capital of the present-day Nation stage of a combat zone is a campus where Drew,0.8606785535812378
What would you say about that?,2,0,thirties,male,ireland,en,,6,False,True,common_voice_en_178814.mp3,what would you say about that,0.9594936966896057
The thaw came early and freed the stream.,2,0,fifties,female,ireland,en,,8,False,True,common_voice_en_17790012.mp3,this all came early and freed the Stream,0.9041691422462463
"Other writers included W. H. Boulton, Melva Purkis, and Harry Whittaker among many others.",2,0,fourties,female,ireland,en,,14,False,True,common_voice_en_19260808.mp3,other Riders included wh Bolton malva perkes and Terri Whitaker among many others,0.8255517482757568
Part of this was also attributed to a downturn in the telecommunications sector.,2,0,fourties,male,ireland,en,,13,False,True,common_voice_en_18712946.mp3,parts of this was also attributed to a downturn in the Telecommunications sector,0.9260498881340027
Its editor-in-chief is Mohamed A. F. Noor.,2,0,twenties,male,ireland,en,,7,False,True,common_voice_en_19265400.mp3,its editor-in-chief is Muhammad AF North,0.7950260043144226
Foxes are uncommon where I'm from.,2,0,fourties,male,ireland,en,,6,False,True,common_voice_en_18121401.mp3,boxes are uncommon where I'm from,0.912890613079071
"It was there that she met her fellow student, Henry Moore.",2,0,fourties,male,ireland,en,,11,False,True,common_voice_en_19769312.mp3,it was there that you met her fellow student Henry Moore,0.9212513566017151
And the alchemist understood that the boy's heart had returned to the Soul of the World.,3,0,thirties,male,ireland,en,,16,False,True,common_voice_en_205348.mp3,The Alchemist understood that the boy's heart that return to the soul of the world,0.8825753331184387
"""Don't you think that's being rather immodest?"" the lawyer replied.",3,0,fifties,female,ireland,en,,10,False,True,common_voice_en_19646658.mp3,don't you think that's being roller in modest the lawyer replied,0.823277473449707
He developed several improvements in railroad signalling system that increased railway safety.,2,0,fourties,female,ireland,en,,12,False,True,common_voice_en_19260807.mp3,he developed several improvements in railroad signal and systems that increase Railway safety,0.8333006501197815
Some of the restaurants continued to be privately owned by Aoki.,2,0,fourties,male,ireland,en,,11,False,True,common_voice_en_19789288.mp3,some of the restaurants continue to be privately owned by a Yoki,0.9447502493858337
"Although oil has been discovered near Fannett, the town's population has remained small.",2,0,fourties,male,ireland,en,,13,False,True,common_voice_en_20120109.mp3,I'll do a oil has been discovered near Falmouth the town's population has remained small,0.8988873362541199
Aldosterone is largely responsible for the long-term regulation of blood pressure.,2,0,twenties,male,ireland,en,,11,False,True,common_voice_en_20287592.mp3,aldosterone is largely responsible for the long-term regulation of blood pressure,0.9839437007904053
"It was not clear who had the right of way, since the traffic lights were off.",2,0,thirties,male,ireland,en,,16,False,True,common_voice_en_179052.mp3,it was not clear who had the right of way since the traffic lights were off,0.9416183233261108
"So, are you planning to order a taxi?",2,0,fifties,female,ireland,en,,8,False,True,common_voice_en_17790038.mp3,so are you planning to order a taxi,0.9238108992576599
Pete Bodenheimer and Slava Zatchuny also contributed to set development.,2,0,fifties,female,ireland,en,,10,False,True,common_voice_en_21101868.mp3,peace Bodenheimer and flavors at Shawnee also contribute to that development,0.8599448800086975
There are many spoons.,2,0,fifties,male,ireland,en,,4,False,True,common_voice_en_210816.mp3,there are many spoons,0.9559855461120605
"Ruse was named after James Ruse, known as Australia's first farmer.",2,0,fifties,female,ireland,en,,11,False,True,common_voice_en_21101018.mp3,Ruth was named after James Ruth known as Australia's First Farmer,0.9043301939964294
"Woman in white sweater, holding a drink, talking to man in jacket.",2,0,fourties,male,ireland,en,,12,False,True,common_voice_en_202198.mp3,woman in white sweater holding a drink talkin to man in jacket,0.9685978889465332
I'm feeling a little tipsy.,2,0,twenties,male,ireland,en,,5,False,True,common_voice_en_15752515.mp3,I'm feeling a little tipsy,0.9680033922195435
Then there was the campaign.,2,0,teens,male,ireland,en,,5,False,True,common_voice_en_18330135.mp3,then there was the campaign,0.9791994094848633
The process of encrypting the hash value of a message is called digital signature.,2,0,fifties,male,ireland,en,,14,False,True,common_voice_en_210810.mp3,the process of encrypting the hash value of a message is called digital signature,0.971453845500946
Sulzberger was married three times.,2,0,thirties,male,ireland,en,,5,False,True,common_voice_en_22538759.mp3,salzburger was married 3 times,0.7621594071388245
Tranquillity is the first duty of citizens,2,0,thirties,male,ireland,en,,7,False,True,common_voice_en_137795.mp3,Tranquility is the first duty of citizens,0.9319820404052734
Peter finally surrenders when an American missile is pointed at him.,2,0,twenties,male,ireland,en,,11,False,True,common_voice_en_19265335.mp3,Peter finally surrenders when an American missiles pointed at him,0.9557588696479797
'Under Construction' is simply translated to 'super fun playground'.,2,1,thirties,male,ireland,en,,9,False,True,common_voice_en_178908.mp3,under construction is simply translated to super fun playground,0.923492431640625
"Other top-ten hits include, ""Pineapple Princess"", ""Let's Get Together"" and more.",2,0,thirties,male,ireland,en,,11,False,True,common_voice_en_22123935.mp3,alter top 10 hits include Pineapple Princess let's get together and more,0.8888017535209656
The Philadelphia Eagles signed him out of Grand Valley State University.,2,0,fifties,female,ireland,en,,11,False,True,common_voice_en_20713189.mp3,the Philadelphia Eagles signed him out of Grand Valley State University,0.965563178062439
"College in Bangalore, India.",2,1,twenties,male,ireland,en,,4,False,True,common_voice_en_19666054.mp3,College in Bangalore India,0.9509710669517517
"However, his filament had low resistance, thus needing heavy copper wires to supply it.",2,0,fifties,female,ireland,en,,14,False,True,common_voice_en_21101104.mp3,however his filaments has low resistance just needing heavy copper wires to suppliers,0.860062837600708
"The Czech educator Comenius based his work ""Janua linguarum reserata"" on this text.",2,0,fifties,female,ireland,en,,13,False,True,common_voice_en_20713037.mp3,the check educator comedian has based his work John you are inquiring for Sarasota on this text,0.8708539605140686
"All species of sifakas are threatened, ranging from vulnerable to critically endangered.",2,0,twenties,male,ireland,en,,12,False,True,common_voice_en_19763501.mp3,all species of sifakas are threatened ranging from vulnerable to critically endangered,0.9696249961853027
These products appeal to the masses and encourage conformity to the consumers.,2,0,fourties,female,ireland,en,,12,False,True,common_voice_en_18713112.mp3,these products appeal to the masses and encourage Conformity to the consumers,0.9670047163963318
"Being a peninsula, the sea has long been vital to Gibraltar's transport links.",2,0,fifties,female,ireland,en,,13,False,True,common_voice_en_21101015.mp3,being a peninsula has long been vital to Gibraltar he's transporting,0.7784956097602844
The city also hosts a number of National and International Ice Speedway events.,2,0,fourties,male,ireland,en,,13,False,True,common_voice_en_18721495.mp3,the city also hosts a number of national and International Ice Speedway events,0.9048370122909546
"The founding members were: Alexander, Avoniel, Cliftonville, Distillery, Knock, Moyola Park and Oldpark.",2,0,fourties,male,ireland,en,,13,False,True,common_voice_en_18712978.mp3,the founding members were Alexander Avenue Clifton Bill Distillery knock Park adult Park,0.869651734828949
What's it all about?,2,1,thirties,male,ireland,en,,4,False,True,common_voice_en_137782.mp3,what's it all about,0.9135352969169617
Why are we doing this again?,2,0,teens,male,ireland,en,,6,False,True,common_voice_en_17355285.mp3,why we didn't lose again,0.9316202402114868
"Japanese culture is incredibly addictive, their buildings look amazing.",2,0,twenties,male,newzealand,en,,9,False,True,common_voice_en_18034125.mp3,Japanese culture is incredibly addictive big buildings look amazing,0.9445117115974426
Thereby the matter has been deprived of practical significance or rendered purely academic.,2,0,thirties,male,newzealand,en,,13,False,True,common_voice_en_21203250.mp3,beer by the matter has been deprived of practical significance or ended purely academic,0.8728935122489929
Mrs. Gardner said she thought he put several women together to create the character.,2,0,twenties,female,newzealand,en,,14,False,True,common_voice_en_22749688.mp3,because God knows she thought he put Superwoman to get us to create the character,0.8271327614784241
The cake will be ready in seventeen minutes.,2,0,fourties,male,newzealand,en,,8,False,True,common_voice_en_11820530.mp3,the cake will be ready in 17 minutes,0.9425403475761414
Contributions gratefully received,2,0,fourties,male,newzealand,en,,3,False,True,common_voice_en_18460368.mp3,contributions gratefully received,0.9876291155815125
"I'm a detective, not an economist. ",2,1,twenties,male,newzealand,en,,7,False,True,common_voice_en_17693201.mp3,I'm going to take the snow from the Communists,0.5956028699874878
Lucas also served as the Associate Artistic Director.,2,0,sixties,male,newzealand,en,,8,False,True,common_voice_en_20029446.mp3,Lucas also served as the associate artistic director,0.936138927936554
What do you associate with Iceland?,2,0,fourties,male,newzealand,en,,6,False,True,common_voice_en_11351964.mp3,what do you associate with Iceland,0.9781465530395508
"Phil, will you take a stance on this matter?",2,1,twenties,male,newzealand,en,,9,False,True,common_voice_en_18066548.mp3,so will you take a stance on this matter,0.9521017074584961
That's comparing apples and oranges.,2,0,fourties,male,newzealand,en,,5,False,True,common_voice_en_17418035.mp3,that's comparing apples and oranges,0.9520267248153687
"""What do you want here today?"" the desert asked him.",4,1,thirties,male,newzealand,en,,10,False,True,common_voice_en_127364.mp3,what do you want he is gay but this is the last time,0.8078952431678772
The marsh will freeze when cold enough.,2,0,fourties,male,newzealand,en,,7,False,True,common_voice_en_17454138.mp3,the Marshall freeze when cold enough,0.776768684387207
"However, his feelings towards the record were largely negative, leaving him depressed.",2,0,thirties,male,newzealand,en,,12,False,True,common_voice_en_22758618.mp3,how about his feelings towards the record with largely negative leaving him depressed,0.9318618178367615
"At the first glance, it was really not very exciting.",29,1,thirties,male,newzealand,en,,10,False,True,common_voice_en_1513.mp3,,0.0
"It allowed users to create public chat rooms, send private messages, and use emoticons.",2,0,twenties,male,newzealand,en,,14,False,True,common_voice_en_22443828.mp3,it allows users to create public chat rooms send private messages and use emoticons,0.9270758628845215
Fuji District was dissolved as a result of this merger.,2,0,fifties,male,newzealand,en,,10,False,True,common_voice_en_18893834.mp3,Fuji District was dissolved as a result of the smoocher,0.8670423626899719
Now his intuition was that he had been right in coming.,3,0,thirties,male,newzealand,en,,11,False,True,common_voice_en_127170.mp3,now his intuition was the T it be nice and coming,0.7425051331520081
She's absolutely cool about it.,2,1,thirties,male,newzealand,en,,5,False,True,common_voice_en_21209954.mp3,she's absolutely cool about it,0.9537989497184753
"Try to make eye contact with a stranger on the bus, and hold it for five seconds, without speaking.",2,0,fourties,male,newzealand,en,,19,False,True,common_voice_en_17248858.mp3,try to make all contact with the stranger on the bus and hold it the five seconds without speaking,0.8591173887252808
Bouchard served as opposition leader while Godbout remained leader of the Liberal Party.,2,0,seventies,male,newzealand,en,,13,False,True,common_voice_en_19852698.mp3,Richard served as a physician leader while cardboard remain leader of the liberal party,0.8416159749031067
"If you don't have the suit, lay down any other card.",2,0,thirties,male,newzealand,en,,11,False,True,common_voice_en_19547602.mp3,if you don't have to lay down any other kind,0.8748579025268555
Please make sure your recordings are not cut off.,2,0,fourties,male,newzealand,en,,9,False,True,common_voice_en_17369641.mp3,please make sure all your recordings are not cut off,0.9197763204574585
What else can I do?,2,1,twenties,male,newzealand,en,,5,False,True,common_voice_en_18033938.mp3,what else can I do,0.9868372678756714
Is anything the matter?,2,0,twenties,male,newzealand,en,,4,False,True,common_voice_en_18066484.mp3,is anything the matter,0.9804240465164185
Daqiqi was murdered by his favorite slave.,2,1,thirties,male,newzealand,en,,7,False,True,common_voice_en_19547558.mp3,a quick weave was murdered by his favorite slave,0.9365425109863281
"""But there's a tribal war,"" the boy reiterated.",3,0,thirties,male,newzealand,en,,8,False,True,common_voice_en_127331.mp3,Buffet of the tribal for the boys,0.7528288960456848
"Khemri was originally called Nehekhara, of which Khemri was a major city.",2,0,thirties,male,newzealand,en,,12,False,True,common_voice_en_20168221.mp3,Gymboree,0.535778284072876
Other groups include the Christchurch Archery club and New Brighton long boarders club.,2,0,thirties,male,newzealand,en,,13,False,True,common_voice_en_20031188.mp3,how the Crips introduced to Crestridge,0.7912718653678894
Not to know how to sign one's name.,2,0,fourties,male,newzealand,en,,8,False,True,common_voice_en_17314174.mp3,note to know how to sign one's name,0.9193323254585266
"In the Late Carboniferous, tropical rainforests lay over the equator of Euramerica.",2,0,thirties,male,newzealand,en,,12,False,True,common_voice_en_20166622.mp3,tropical rainforest,0.9691229462623596
How do you know it?,2,0,twenties,female,newzealand,en,,5,False,True,common_voice_en_17524531.mp3,how do you know it,0.981106162071228
"A wise man doesn't need advice, and a fool won't take it.",2,0,twenties,male,newzealand,en,,12,False,True,common_voice_en_18066515.mp3,a wise man doesn't need advice and a full white tigers,0.9533395171165466
"Hey, stop staring at my decollete!",2,1,fourties,male,newzealand,en,,6,False,True,common_voice_en_17248859.mp3,hey stop staring at my Dakota today,0.8448461890220642
Agriculture was a very important achievement in human history.,2,0,fourties,male,newzealand,en,,9,False,True,common_voice_en_17488872.mp3,agriculture was a very important achievement in human history,0.9495420455932617
The genus includes the important group of culinary herbs: marjoram and oregano.,2,0,thirties,male,newzealand,en,,12,False,True,common_voice_en_22758699.mp3,the genus includes the important group of culinary herbs marjoram and oregano,0.963325023651123
The future has never been so bright than today.,2,1,fourties,male,newzealand,en,,9,False,True,common_voice_en_17509285.mp3,Future Has neither being so bright then today,0.7828712463378906
You must understand that love never keeps a man from pursuing his destiny.,3,0,thirties,male,newzealand,en,,13,False,True,common_voice_en_127362.mp3,you must understand that love never keeps a man from suing his destiny,0.984557032585144
Do you notice the flickering of the neon lights?,2,0,fifties,male,newzealand,en,,9,False,True,common_voice_en_17246114.mp3,do you know who's the flickering of the neon lights,0.9293910264968872
"As the flag unfurled, they all hollered like wild beasts.",3,1,fourties,male,newzealand,en,,10,False,True,common_voice_en_11254.mp3,as the flag unfurled they all heart like wild beasts,0.8356140851974487
And what is that?,2,0,fourties,male,newzealand,en,,4,False,True,common_voice_en_17253558.mp3,what is that,0.9753442406654358
Global warming has occurred rapidly over the course of the past half-century.,2,0,thirties,male,newzealand,en,,12,False,True,common_voice_en_20177067.mp3,global warming has occurred rapidly over the course of the past half-century,0.9662269949913025
There is a thin line between love and hate.,2,0,fourties,male,newzealand,en,,9,False,True,common_voice_en_17376237.mp3,there's a thin line between love and hate,0.9599688649177551
Hunger is good mustard — the best sauce,2,0,fourties,male,newzealand,en,,8,False,True,common_voice_en_12566778.mp3,anger is good mustard the Beast source,0.9073049426078796
"As they watched the waves crashing into each other, Alice thought of home.",2,0,fourties,male,newzealand,en,,13,False,True,common_voice_en_17249564.mp3,as they watched the waves crashing into each other Alice thought of home,0.8284227848052979
"Amy was the daughter of the vicar of Saint Stephen's Church, Spring Street, Hull.",2,0,fifties,male,newzealand,en,,14,False,True,common_voice_en_18890753.mp3,Amy wants to go water of the figure of Saint Stephen's church Spring Street hoe,0.915118396282196
A pod is what peas always grow in.,2,0,fourties,male,newzealand,en,,8,False,True,common_voice_en_17376246.mp3,what is what he's always growing,0.8042581081390381
This coat is fur-lined.,2,0,fourties,male,newzealand,en,,4,False,True,common_voice_en_17407334.mp3,this coat is fully lined,0.9072046279907227
How old are you?,2,0,fourties,male,newzealand,en,,4,False,True,common_voice_en_17289600.mp3,how old are you,0.9848772287368774
Mono has released nine studio albums.,2,0,thirties,male,newzealand,en,,6,False,True,common_voice_en_21209796.mp3,Montana has released nine Studio albums,0.9598810076713562
"Grime, rust and residual particles polluted the air.",2,0,fourties,male,newzealand,en,,8,False,True,common_voice_en_17253570.mp3,growing unrest and residual particles polluted the air,0.8431939482688904
"Anton, a Santa Fe railroad executive.",2,0,thirties,male,newzealand,en,,6,False,True,common_voice_en_20284799.mp3,Amazon a Santa Fe railroad executive,0.7532040476799011
Do you understand what it means?,2,0,twenties,male,newzealand,en,,6,False,True,common_voice_en_18034138.mp3,do you understand what it means,0.9766541123390198
I retrieved the crop with a pallet jack.,2,0,fourties,male,newzealand,en,,8,False,True,common_voice_en_17412635.mp3,I retrieved the crop with a pallet jack,0.8683763146400452
Traditional corps drum majors are effective showmen who command the corps in all venues.,2,1,thirties,male,newzealand,en,,14,False,True,common_voice_en_21206781.mp3,traditional cause drum majors are effective showman who came on the cause and no venues,0.8427013158798218
"The word ""Aurinko"" means ""The Sun"" in Finnish.",2,0,thirties,male,newzealand,en,,8,False,True,common_voice_en_20031190.mp3,Spanish,0.3834047019481659
Silence gives consent.,2,1,fourties,male,newzealand,en,,3,False,True,common_voice_en_17369592.mp3,silence gives consent,0.9876291155815125
I thought we'd already agreed that we couldn't risk that information falling into his hands.,2,0,twenties,male,newzealand,en,,15,False,True,common_voice_en_17285567.mp3,I thought would already great that we couldn't risk that information pulling into his hat,0.86411052942276
I think that is all.,2,0,fourties,male,newzealand,en,,5,False,True,common_voice_en_16624487.mp3,I think that is all,0.9299905896186829
The sun awning was printed with the respective country flags.,2,0,thirties,male,newzealand,en,,10,False,True,common_voice_en_20166747.mp3,the Sunday morning was printed with the respective country flags,0.7899259328842163
"Yesterday, I asked my doctor for a new prescription.",2,0,fourties,male,newzealand,en,,9,False,True,common_voice_en_11351651.mp3,yesterday I ask my doctor for a new prescription,0.9186800718307495
However it was an international success.,2,0,thirties,male,newzealand,en,,6,False,True,common_voice_en_19547443.mp3,however it was an international success,0.9722552299499512
"What is it, boss?",2,0,twenties,male,newzealand,en,,4,False,True,common_voice_en_18033985.mp3,what is a bus,0.9548786282539368
Can I have one of those?,2,0,fourties,male,newzealand,en,,6,False,True,common_voice_en_115779.mp3,can I have one of those,0.9876289963722229
You don’t like him?,2,0,fourties,male,newzealand,en,,4,False,True,common_voice_en_11351573.mp3,you don't like him,0.9852584600448608
The papers of William Miller are preserved in the archives at Aurora University.,2,0,thirties,male,newzealand,en,,13,False,True,common_voice_en_20031921.mp3,the purpose of a client Miller,0.852402925491333
A cloud of dust stung his tender eyes.,2,0,fourties,male,newzealand,en,,8,False,True,common_voice_en_17394025.mp3,cloud of dust Stan his Tinder eyes,0.7429178357124329
"One would receive a sharp wound from it, but there is no pain.",2,0,thirties,male,newzealand,en,,13,False,True,common_voice_en_19547711.mp3,one would receive a shop win from it but there is no pain,0.8739802837371826
"Oh man, I think I got friend-zoned once again.",2,0,fourties,male,newzealand,en,,9,False,True,common_voice_en_17289467.mp3,the man I think I got friend-zoned once again,0.9612786769866943
Warming centers typically open during particularly cold or rainy nights.,2,0,fifties,male,newzealand,en,,10,False,True,common_voice_en_18893592.mp3,Morgan State is typically open during particularly cold or rainy nights,0.8389148116111755
The new law prohibits smoking in public transportation systems.,2,0,thirties,male,newzealand,en,,9,False,True,common_voice_en_17284218.mp3,the noodle prohibit smoking in public transportation systems,0.9156212210655212
The bill will need to be re-introduced in order to be considered again.,2,0,seventies,male,newzealand,en,,13,False,True,common_voice_en_19853491.mp3,the bill was made to be reintroduced in order to be considered a game,0.9748404622077942
The bright lanterns were gay on the dark lawn.,2,0,fourties,male,newzealand,en,,9,False,True,common_voice_en_17375676.mp3,the bright lanterns with gay on the dark lord,0.77020663022995
See the player scoot to third base.,2,1,fourties,male,newzealand,en,,7,False,True,common_voice_en_11820795.mp3,see the player face,0.7605575919151306
"Mutes little instruments on the bridge of the violin, deadening the sound.",2,0,fourties,male,newzealand,en,,12,False,True,common_voice_en_16623999.mp3,Meets Metal instruments on the bridge of the violin didn't name the sound,0.8324804902076721
"After graduation, he returned home to Arizona, where he began his law practice.",2,0,fifties,male,newzealand,en,,13,False,True,common_voice_en_18906287.mp3,after graduation he returned home to Arizona where he began his school practice,0.8952106833457947
"Well, we shall see.",2,0,fourties,male,newzealand,en,,4,False,True,common_voice_en_17249524.mp3,well we shall see,0.9876290559768677
"In frustration and anger, the son lashes out, knocking his father to the ground.",2,0,fourties,female,scotland,en,,14,False,True,common_voice_en_20170426.mp3,DeVos Place and anger the song ashes falling to the ground,0.7809991240501404
Evins was a powerful figure in Congress.,2,0,fourties,female,scotland,en,,7,False,True,common_voice_en_19858895.mp3,a basketball,0.32279664278030396
Soon a dye was added to the liquid.,2,0,fourties,female,scotland,en,,8,False,True,common_voice_en_19593195.mp3,did I die what happened to the sixth grade,0.5693517327308655
Rothmans has been involved in a number of lawsuits in Canada.,3,0,fourties,male,scotland,en,,11,False,True,common_voice_en_19794762.mp3,rossman's has been involved in a number of lawsuits in Canada,0.8942108750343323
We can describe the object's movement with a differential equation of second order.,2,1,fourties,female,scotland,en,,13,False,True,common_voice_en_18019178.mp3,protective glass the artist movement,0.5825780630111694
"Lately, he has adopted a more casual dress code.",2,0,fourties,female,scotland,en,,9,False,True,common_voice_en_19859109.mp3,lately,0.5170523524284363
Some famous supermarket chains are located outside Newarthill.,2,1,fourties,male,scotland,en,,8,False,True,common_voice_en_22448486.mp3,something's Supermarket chains are located outside you are till,0.7611843943595886
